full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Adil Nabi,26,762393600,Premier League,2014/2015,Forward,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adilson Tavares Varela,31,593478000,Premier League,2014/2015,Midfielder,Sunderland,0,0,0,Switzerland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Adlène Guédioura,34,500601600,Premier League,2014/2015,Midfielder,Crystal Palace,120,65,55,Algeria,7,0,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,1,0,0,0,0,0,0,0,0.75,120,17,120,0,0.75,-1,-1,-1,14
Adnan Januzaj,25,791942400,Premier League,2014/2015,Midfielder,Manchester United,848,451,397,Belgium,18,4,3,0,0,0,0,0,0,0,0,6,3,3,10,5,5,0,0,0,0,0,0,0,0,1.06,85,47,0,0,0,290,305,-1,23
Adrian Mariappa,33,528678000,Premier League,2014/2015,Defender,Crystal Palace,840,245,595,Jamaica,12,2,6,0,0,0,0,0,0,0,0,3,1,2,12,4,8,3,0,0,0,0,0,0,0,1.29,70,70,280,0,0.32,387,392,110,22
Adrián San Miguel del Castillo,33,536630400,Premier League,2014/2015,Goalkeeper,West Ham United,3391,1710,1681,Spain,38,19,19,0,0,0,0,0,0,0,0,9,7,2,42,14,28,4,1,0,0,0,0,0,0,1.11,81,89,678,0,0.13,278,400,61,17
Ahmed Eissa El Mohamady Abdel Fattah,33,558140400,Premier League,2014/2015,Midfielder,Hull City,3420,1710,1710,Egypt,38,19,19,2,2,0,5,3,2,0,0,10,6,4,47,23,24,4,0,0.18,0.13,0.05,0.11,0,1710,1.24,73,90,855,684,0.11,209,102,-1,5
Aiden McGeady,34,512953200,Premier League,2014/2015,Midfielder,Everton,887,316,571,Republic of Ireland,16,4,6,1,0,1,2,1,1,0,0,3,1,2,12,5,7,1,0,0.3,0.2,0.1,0,0.16,887,1.22,74,55,887,444,0.1,152,48,-1,12
Ainsley Maitland-Niles,23,872809200,Premier League,2014/2015,Midfielder,Arsenal,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alan Hutton,35,470620800,Premier League,2014/2015,Defender,Aston Villa,2418,1202,1216,Scotland,30,13,14,1,1,0,0,0,0,0,0,7,4,3,39,15,24,8,0,0.04,0,0.04,0.07,0,2418,1.45,62,81,302,0,0.3,221,316,147,6
Alberto Moreno,28,710290800,Premier League,2014/2015,Defender,Liverpool,2261,1294,967,Spain,28,15,11,2,1,1,0,0,0,0,0,11,5,6,31,14,17,6,0,0.08,0,0.08,0.07,0.09,1131,1.23,73,81,377,0,0.24,168,271,94,8
Alejandro Faurlin,34,523926000,Premier League,2014/2015,Midfielder,Queens Park Rangers,91,69,22,Argentina,2,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.99,91,46,0,0,0,-1,-1,-1,26
Aleksandar Kolarov,34,500428800,Premier League,2014/2015,Defender,Manchester City,1485,893,592,Serbia,21,10,6,2,2,0,3,2,1,0,0,9,6,3,12,6,6,4,0,0.3,0.18,0.12,0.2,0,743,0.73,124,71,371,495,0.24,137,62,13,11
Alex Bruce,35,465174000,Premier League,2014/2015,Defender,Hull City,1449,566,883,Northern Ireland,22,7,10,0,0,0,1,0,1,0,0,8,4,4,15,7,8,3,0,0.06,0.06,0,0,0,0,0.93,97,66,483,1449,0.19,368,195,31,27
Alex McCarthy,30,628646400,Premier League,2014/2015,Goalkeeper,Queens Park Rangers,236,146,90,England,3,1,1,0,0,0,0,0,0,0,0,0,0,0,6,1,5,0,0,0,0,0,0,0,0,2.29,39,79,0,0,0,-1,-1,-1,16
Alex Oxlade-Chamberlain,27,745369200,Premier League,2014/2015,Midfielder,Arsenal,1495,691,804,England,23,8,9,1,1,0,1,0,1,0,0,8,4,4,18,6,12,4,0,0.12,0.06,0.06,0.13,0,1495,1.08,83,65,374,1495,0.24,195,185,-1,12
Alex Palmer,24,839631600,Premier League,2014/2015,Goalkeeper,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alexandre Dimitri Song-Billong,33,558140400,Premier League,2014/2015,Midfielder,West Ham United,2248,1188,1060,Cameroon,28,14,11,0,0,0,3,2,1,0,0,6,5,1,29,9,20,4,0,0.12,0.12,0,0,0,0,1.16,78,80,562,749,0.16,289,110,-1,16
Alexis Sanchez,31,598492800,Premier League,2014/2015,Forward,Arsenal,2953,1504,1449,Chile,35,17,17,16,9,7,8,7,1,0,1,11,7,4,31,13,18,4,0,0.73,0.24,0.49,0.54,0.43,185,0.94,95,84,738,369,0.12,16,35,-1,1
Allan McGregor,38,381283200,Premier League,2014/2015,Goalkeeper,Hull City,2340,1170,1170,Scotland,26,13,13,0,0,0,0,0,0,0,0,5,3,2,36,18,18,0,0,0,0,0,0,0,0,1.38,65,90,0,0,0,380,425,130,19
Aly Cissokho,33,558658800,Premier League,2014/2015,Defender,Aston Villa,2133,1110,1023,France,25,12,12,0,0,0,0,0,0,0,0,7,3,4,29,15,14,1,0,0,0,0,0,0,0,1.22,74,85,2133,0,0.04,267,315,89,24
Ander Herrera,31,619052400,Premier League,2014/2015,Midfielder,Manchester United,1868,1032,836,Spain,26,10,9,6,4,2,4,3,1,0,0,8,5,3,23,9,14,6,0,0.48,0.19,0.29,0.35,0.22,311,1.11,81,72,311,467,0.29,54,55,-1,4
Anders Lindegaard,36,450658800,Premier League,2014/2015,Goalkeeper,Manchester United,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anderson Luis de Abreu Oliveira,32,576889200,Premier League,2014/2015,Midfielder,Manchester United,20,0,20,Brazil,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,20,0,0,0,-1,-1,-1,19
Anderson Luis de Carvalho,39,364345200,Premier League,2014/2015,Forward,West Ham United,127,73,54,Brazil,8,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,1.42,64,16,0,0,0,-1,-1,-1,26
Andre Green,22,901407600,Premier League,2014/2015,Midfielder,Aston Villa,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
André Schürrle,29,657849600,Premier League,2014/2015,Midfielder,Chelsea,432,223,209,Germany,14,3,2,3,0,3,0,0,0,0,0,7,4,3,5,1,4,2,0,0.63,0,0.63,0,1.29,144,1.04,86,31,216,0,0.42,9,430,-1,8
Andre Wisdom,27,736902000,Premier League,2014/2015,Defender,West Bromwich Albion,1971,1051,920,England,24,12,10,0,0,0,1,1,0,0,0,10,3,7,29,18,11,1,0,0.05,0.05,0,0,0,0,1.32,68,82,1971,1971,0.05,351,202,119,24
Andreas Christensen,24,829090800,Premier League,2014/2015,Defender,Chelsea,12,12,0,Denmark,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,0,0,0,-1,-1,-1,23
Andreas Pereira,24,820454400,Premier League,2014/2015,Midfielder,Manchester United,13,13,0,Brazil,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,0,0,0,-1,-1,-1,15
Andreas Weimann,29,681346800,Premier League,2014/2015,Forward,Aston Villa,1778,882,896,Austria,31,10,10,3,2,1,2,1,1,0,0,9,3,6,21,11,10,5,0,0.25,0.1,0.15,0.2,0.1,593,1.06,85,57,356,889,0.25,121,138,-1,3
Andrej Kramarić,29,677286000,Premier League,2014/2015,Forward,Leicester City,574,234,340,Croatia,13,2,4,2,1,1,0,0,0,0,0,5,3,2,8,0,8,0,0,0.31,0,0.31,0.38,0.26,287,1.25,72,44,0,0,0,47,296,-1,8
Andrew Robertson,26,763344000,Premier League,2014/2015,Defender,Hull City,1526,866,660,Scotland,24,10,7,0,0,0,2,2,0,0,0,6,4,2,24,14,10,7,0,0.12,0.12,0,0,0,0,1.42,64,64,218,763,0.41,363,118,139,26
Andros Townsend,29,679618800,Premier League,2014/2015,Midfielder,Tottenham Hotspur,752,498,254,England,17,7,3,2,2,0,2,1,1,1,0,4,1,3,14,10,4,2,0,0.48,0.24,0.24,0.36,0,376,1.68,54,44,376,376,0.24,73,34,-1,8
Andy Carroll,31,600048000,Premier League,2014/2015,Forward,West Ham United,1026,534,492,England,14,6,6,5,4,1,1,1,0,0,0,5,4,1,11,4,7,2,0,0.53,0.09,0.44,0.67,0.18,205,0.96,93,73,513,1026,0.18,18,144,-1,3
Andy Johnson,39,350611200,Premier League,2014/2015,Forward,Crystal Palace,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andy King,31,594086400,Premier League,2014/2015,Midfielder,Leicester City,1372,740,632,Wales,24,9,7,2,2,0,0,0,0,0,0,5,2,3,17,8,9,1,0,0.13,0,0.13,0.24,0,686,1.12,81,57,1372,0,0.07,132,389,-1,9
Andy Wilkinson,36,460594800,Premier League,2014/2015,Defender,Stoke City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ángel Di María,32,571795200,Premier League,2014/2015,Midfielder,Manchester United,1645,791,854,Argentina,27,10,10,3,2,1,10,5,5,0,0,8,4,4,19,8,11,1,0,0.71,0.55,0.16,0.23,0.11,548,1.04,87,61,1645,165,0.05,112,3,-1,8
Àngel Rangel Zaragoza,37,404611200,Premier League,2014/2015,Defender,Swansea City,2035,1027,1008,Spain,27,11,11,0,0,0,0,0,0,0,0,10,5,5,25,6,19,3,1,0,0,0,0,0,0,1.11,81,75,678,0,0.13,334,249,62,25
Anthony Knockaert,28,690595200,Premier League,2014/2015,Midfielder,Leicester City,330,291,39,France,9,3,0,0,0,0,0,0,0,0,0,2,2,0,3,3,0,0,0,0,0,0,0,0,0,0.82,110,37,0,0,0,283,428,-1,24
Anthony Réveillère,40,311040000,Premier League,2014/2015,Defender,Sunderland,1327,697,630,France,16,8,7,0,0,0,1,1,0,0,0,6,4,2,18,12,6,0,0,0.07,0.07,0,0,0,0,1.22,74,83,0,1327,0,333,175,85,12
Antolín Alcáraz Viveros,38,396831600,Premier League,2014/2015,Defender,Everton,526,260,266,Paraguay,8,3,3,0,0,0,0,0,0,0,0,4,4,0,6,0,6,3,1,0,0,0,0,0,0,1.03,88,66,175,0,0.51,423,363,43,22
Antonio Valencia,35,491958000,Premier League,2014/2015,Defender,Manchester United,2583,1249,1334,Ecuador,32,14,15,0,0,0,2,1,1,0,0,11,6,5,20,8,12,4,0,0.07,0.07,0,0,0,0,0.7,129,81,646,1292,0.14,336,171,9,21
Armand Traoré,30,623804400,Premier League,2014/2015,Defender,Queens Park Rangers,779,332,447,Senegal,16,3,4,0,0,0,0,0,0,0,0,2,2,0,17,5,12,2,0,0,0,0,0,0,0,1.96,46,49,390,0,0.23,409,375,177,27
Arouna Koné,36,437356800,Premier League,2014/2015,Forward,Everton,601,254,347,Côte d'Ivoire,12,3,4,1,0,1,1,1,0,0,0,6,5,1,8,0,8,2,0,0.3,0.15,0.15,0,0.26,601,1.2,75,50,301,601,0.3,119,80,-1,14
Ashley Barnes,30,625708800,Premier League,2014/2015,Forward,Burnley,2425,1183,1242,England,35,13,15,5,3,2,2,1,1,0,0,9,7,2,37,12,25,6,1,0.26,0.07,0.19,0.23,0.14,485,1.37,66,69,404,1213,0.22,98,179,-1,3
Ashley Westwood,30,638924400,Premier League,2014/2015,Midfielder,Aston Villa,2152,1010,1142,England,27,12,13,0,0,0,1,1,0,0,0,6,2,4,34,13,21,4,0,0.04,0.04,0,0,0,0,1.42,63,80,538,2152,0.17,252,224,-1,21
Ashley Williams,36,462063600,Premier League,2014/2015,Defender,Swansea City,3330,1710,1620,Wales,37,19,18,0,0,0,0,0,0,0,0,13,6,7,47,21,26,6,0,0,0,0,0,0,0,1.27,71,90,555,0,0.16,312,251,107,26
Ashley Young,35,489711600,Premier League,2014/2015,Midfielder,Manchester United,2068,970,1098,England,26,11,12,2,1,1,5,3,2,0,0,8,4,4,18,8,10,5,0,0.3,0.22,0.09,0.09,0.08,1034,0.78,115,80,414,414,0.22,164,43,-1,9
Asmir Begović,33,551142000,Premier League,2014/2015,Goalkeeper,Stoke City,3150,1620,1530,Bosnia and Herzegovina,35,18,17,0,0,0,0,0,0,0,0,7,4,3,43,22,21,3,0,0,0,0,0,0,0,1.23,73,90,1050,0,0.09,342,320,91,15
Ayoze Perez,27,743900400,Premier League,2014/2015,Forward,Newcastle United,2369,1125,1244,Spain,36,11,14,7,4,3,0,0,0,0,0,7,4,3,43,17,26,0,0,0.27,0,0.27,0.32,0.22,338,1.63,55,66,0,0,0,61,341,-1,2
Bacary Sagna,37,414028800,Premier League,2014/2015,Defender,Manchester City,740,290,450,France,9,3,5,0,0,0,0,0,0,0,0,2,1,1,9,3,6,1,0,0,0,0,0,0,0,1.09,82,82,740,0,0.12,266,241,59,20
Bafétimbi Gomis,35,492130800,Premier League,2014/2015,Forward,Swansea City,1642,728,914,France,31,8,10,7,5,2,0,0,0,0,0,10,3,7,25,14,11,0,0,0.38,0,0.38,0.62,0.2,235,1.37,66,53,0,0,0,37,248,-1,2
Barry Bannan,30,628473600,Premier League,2014/2015,Midfielder,Crystal Palace,135,126,9,Scotland,7,2,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1,0,0,0,0,0,0,0,2,45,19,135,0,0.67,-1,-1,-1,24
Ben Amos,30,639702000,Premier League,2014/2015,Goalkeeper,Manchester United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ben Davies,27,735606000,Premier League,2014/2015,Defender,Tottenham Hotspur,891,404,487,Wales,14,4,5,0,0,0,1,0,1,0,0,3,2,1,12,4,8,3,0,0.1,0.1,0,0,0,0,1.21,74,64,297,891,0.3,421,137,81,20
Ben Foster,37,418172400,Premier League,2014/2015,Goalkeeper,West Bromwich Albion,2486,1226,1260,England,28,14,14,0,0,0,0,0,0,0,0,12,6,6,33,17,16,2,0,0,0,0,0,0,0,1.19,75,89,1243,0,0.07,324,310,75,21
Ben Hamer,32,564364800,Premier League,2014/2015,Goalkeeper,Leicester City,720,360,360,England,8,4,4,0,0,0,0,0,0,0,0,3,1,2,8,4,4,0,0,0,0,0,0,0,0,1,90,90,0,0,0,271,358,38,20
Ben Mee,31,622335600,Premier League,2014/2015,Defender,Burnley,2888,1358,1530,England,33,15,17,2,1,1,1,1,0,0,0,9,6,3,43,16,27,10,0,0.09,0.03,0.06,0.07,0.06,1444,1.34,67,88,289,2888,0.31,192,236,126,4
Benjamin Stambouli,30,650502000,Premier League,2014/2015,Midfielder,Tottenham Hotspur,453,237,216,France,12,2,2,0,0,0,0,0,0,0,0,4,2,2,3,1,2,4,0,0,0,0,0,0,0,0.6,151,38,113,0,0.79,246,244,-1,16
Billy Jones,33,543542400,Premier League,2014/2015,Defender,Sunderland,1256,626,630,England,14,7,7,0,0,0,0,0,0,0,0,6,3,3,17,8,9,7,0,0,0,0,0,0,0,1.22,74,90,179,0,0.5,406,312,88,15
Bobby Zamora,39,348451200,Premier League,2014/2015,Forward,Queens Park Rangers,1780,1081,699,England,31,13,6,3,0,3,4,3,1,0,0,6,5,1,24,12,12,4,0,0.35,0.2,0.15,0,0.39,593,1.21,74,57,445,445,0.2,120,51,-1,4
Bojan,30,651798000,Premier League,2014/2015,Forward,Stoke City,1209,591,618,Spain,16,7,7,4,1,3,1,1,0,1,0,3,1,2,20,10,10,2,0,0.37,0.07,0.3,0.15,0.44,302,1.49,60,76,605,1209,0.15,51,174,-1,5
Brad Friedel,49,43369200,Premier League,2014/2015,Goalkeeper,Tottenham Hotspur,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Brad Jones,38,385344000,Premier League,2014/2015,Goalkeeper,Liverpool,196,90,106,Australia,3,1,2,0,0,0,0,0,0,0,0,1,0,1,5,2,3,0,0,0,0,0,0,0,0,2.3,39,65,0,0,0,-1,-1,-1,19
Bradley Guzan,36,463532400,Premier League,2014/2015,Goalkeeper,Aston Villa,3060,1440,1620,USA,34,16,18,0,0,0,0,0,0,0,0,9,3,6,44,20,24,2,0,0,0,0,0,0,0,1.29,70,90,1530,0,0.06,391,318,111,11
Brandon Comley,24,816652800,Premier League,2014/2015,Midfielder,Queens Park Rangers,10,0,10,Montserrat,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,9,10,10,0,0,0,-1,-1,-1,17
Branislav Ivanović,36,446256000,Premier League,2014/2015,Defender,Chelsea,3420,1710,1710,Serbia,38,19,19,4,1,3,5,2,3,0,0,17,11,6,30,9,21,12,1,0.24,0.13,0.11,0.05,0.16,855,0.79,114,90,285,684,0.32,145,104,16,6
Brede Hangeland,39,361839600,Premier League,2014/2015,Defender,Crystal Palace,1172,678,494,Norway,14,7,5,2,0,2,1,0,1,0,0,3,1,2,16,10,6,2,0,0.23,0.08,0.15,0,0.36,586,1.23,73,84,586,1172,0.15,115,156,92,12
Brendan Galloway,24,827020800,Premier League,2014/2015,Defender,Everton,174,84,90,England,2,1,1,0,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,0,0,0,0,0,0,1.03,87,87,174,0,0.52,-1,-1,-1,28
Brian Murphy,37,421110000,Premier League,2014/2015,Goalkeeper,Queens Park Rangers,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Brown Ideye Aide,31,592441200,Premier League,2014/2015,Forward,West Bromwich Albion,1296,737,559,Nigeria,24,8,5,4,3,1,2,2,0,0,0,12,7,5,15,7,8,2,0,0.42,0.14,0.28,0.37,0.16,324,1.04,86,54,648,648,0.14,56,89,-1,2
Bryan Oviedo,30,635299200,Premier League,2014/2015,Defender,Everton,316,134,182,Costa Rica,6,1,1,0,0,0,0,0,0,0,0,3,2,1,1,0,1,3,0,0,0,0,0,0,0,0.28,316,53,105,0,0.85,328,326,1,15
Callum McManaman,29,672534000,Premier League,2014/2015,Midfielder,West Bromwich Albion,347,197,150,England,8,3,2,0,0,0,1,0,1,0,0,4,3,1,8,2,6,1,0,0.26,0.26,0,0,0,0,2.07,43,43,347,347,0.26,305,30,-1,26
Callum Robinson,25,791683200,Premier League,2014/2015,Forward,Aston Villa,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Calum Chambers,25,790560000,Premier League,2014/2015,Defender,Arsenal,1569,557,1012,England,23,6,11,1,1,0,1,1,0,0,0,8,4,4,18,5,13,9,1,0.11,0.06,0.06,0.16,0,1569,1.03,87,68,174,1569,0.52,197,193,44,14
Cameron Brannagan,24,831596400,Premier League,2014/2015,Midfielder,Liverpool,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cameron Dummigan,24,833670000,Premier League,2014/2015,Defender,Burnley,0,0,0,Northern Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Carl Jenkinson,28,697507200,Premier League,2014/2015,Defender,West Ham United,2667,1368,1299,England,32,15,14,0,0,0,2,1,1,0,0,9,7,2,26,8,18,2,0,0.07,0.07,0,0,0,0,0.88,103,83,1334,1334,0.07,288,172,23,15
Carles Gil de Pareja Vicent,27,722390400,Premier League,2014/2015,Midfielder,Aston Villa,359,179,180,Spain,5,2,2,0,0,0,1,1,0,0,0,0,0,0,10,4,6,1,0,0.25,0.25,0,0,0,0,2.51,36,72,359,359,0.25,300,32,-1,13
Carlos Sánchez,34,508032000,Premier League,2014/2015,Midfielder,Aston Villa,1985,1014,971,Colombia,28,10,10,1,0,1,0,0,0,0,0,9,4,5,29,14,15,8,1,0.05,0,0.05,0,0.09,1985,1.31,68,71,248,0,0.36,203,388,-1,10
Carlton Cole Okirie,36,434761200,Premier League,2014/2015,Forward,West Ham United,905,348,557,England,23,3,5,2,0,2,0,0,0,0,0,5,3,2,15,4,11,2,0,0.2,0,0.2,0,0.32,453,1.49,60,39,453,0,0.2,86,393,-1,7
Cesar Azpilicueta,31,620262000,Premier League,2014/2015,Defender,Chelsea,2484,1297,1187,Spain,29,15,14,0,0,0,3,2,1,0,0,15,10,5,20,6,14,2,1,0.11,0.11,0,0,0,0,0.72,124,86,828,828,0.11,418,129,11,16
Cesc Fabregas,33,547081200,Premier League,2014/2015,Midfielder,Chelsea,2890,1348,1542,Spain,34,15,18,3,0,3,18,7,11,0,0,16,10,6,24,6,18,12,1,0.65,0.56,0.09,0,0.18,963,0.75,120,85,222,161,0.4,157,2,-1,9
Charalampos Mavrias,26,761788800,Premier League,2014/2015,Midfielder,Sunderland,0,0,0,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Charles N'Zogbia,34,517618800,Premier League,2014/2015,Midfielder,Aston Villa,1432,879,553,France,27,12,7,0,0,0,2,1,1,0,0,7,3,4,13,3,10,3,0,0.13,0.13,0,0,0,0,0.82,110,53,477,716,0.19,270,100,-1,23
Charlie Adam,34,503020800,Premier League,2014/2015,Midfielder,Stoke City,1505,762,743,Scotland,29,7,8,7,5,2,1,1,0,1,0,8,5,3,17,7,10,5,0,0.48,0.06,0.42,0.59,0.24,215,1.02,89,52,301,1505,0.3,24,189,-1,4
Charlie Austin,31,615596400,Premier League,2014/2015,Forward,Queens Park Rangers,3069,1675,1394,England,35,19,16,18,10,8,5,4,1,3,2,5,5,0,59,19,40,6,1,0.67,0.15,0.53,0.54,0.52,171,1.73,52,88,512,614,0.18,13,83,-1,1
Cheik Ismaël Tioté,34,519692400,Premier League,2014/2015,Midfielder,Newcastle United,897,430,467,Côte d'Ivoire,11,5,5,0,0,0,2,2,0,0,0,0,0,0,18,8,10,5,0,0.2,0.2,0,0,0,0,1.81,50,82,179,449,0.5,243,52,-1,22
Cheikhou Kouyaté,30,630201600,Premier League,2014/2015,Midfielder,West Ham United,2662,1415,1247,Senegal,31,16,14,4,2,2,2,1,1,0,0,7,5,2,33,14,19,5,0,0.2,0.07,0.14,0.13,0.14,666,1.12,81,86,532,1331,0.17,124,182,-1,4
Chinedum Onuoha,33,532137600,Premier League,2014/2015,Defender,Queens Park Rangers,1927,901,1026,England,23,11,11,0,0,0,0,0,0,0,0,1,1,0,37,11,26,4,1,0,0,0,0,0,0,1.73,52,84,482,0,0.19,373,412,166,24
Chris Baird,38,383443200,Premier League,2014/2015,Defender,West Bromwich Albion,800,263,537,Northern Ireland,19,3,6,0,0,0,0,0,0,0,0,9,5,4,16,6,10,2,0,0,0,0,0,0,0,1.8,50,42,400,0,0.23,330,277,171,22
