full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Ahmed Hossam Hussein Abdelhamid,37,414806400,Premier League,2007/2008,Midfielder,Middlesbrough,753,406,347,Egypt,12,4,4,2,1,1,0,0,0,0,0,2,2,0,14,5,9,5,1,0.24,0,0.24,0.22,0.26,377,1.67,54,63,126,0,0.72,76,39,-1,6
Akenhaton Carlos Edwards,41,278035200,Premier League,2007/2008,Midfielder,Sunderland,850,499,351,Trinidad and Tobago,13,6,5,0,0,0,0,0,0,0,0,3,2,1,17,6,11,0,0,0,0,0,0,0,0,1.8,50,65,0,0,0,347,293,-1,28
Alain Didier Zokora-Déguy,39,345600000,Premier League,2007/2008,Midfielder,Tottenham Hotspur,2254,1158,1096,Côte d'Ivoire,28,13,12,0,0,0,0,0,0,0,0,6,4,2,37,22,15,6,0,0,0,0,0,0,0,1.48,61,81,376,0,0.24,350,277,-1,26
Alan Bennett,38,371001600,Premier League,2007/2008,Defender,Reading,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alan Hutton,35,470620800,Premier League,2007/2008,Defender,Tottenham Hotspur,1216,676,540,Scotland,14,8,6,0,0,0,0,0,0,0,0,4,2,2,19,11,8,1,0,0,0,0,0,0,0,1.41,64,87,1216,0,0.07,296,147,119,19
Alan Smith,39,341539200,Premier League,2007/2008,Forward,Newcastle United,2393,1094,1299,England,33,12,14,0,0,0,0,0,0,0,0,6,4,2,49,19,30,9,1,0,0,0,0,0,0,1.84,49,73,239,0,0.38,405,345,-1,23
Alan Stubbs,48,55555200,Premier League,2007/2008,Defender,Derby County,1209,698,511,England,16,9,6,1,0,1,0,0,0,0,0,3,2,1,23,16,7,1,0,0.07,0,0.07,0,0.18,1209,1.71,53,76,1209,0,0.07,197,259,156,6
Alex Pearce,31,595036800,Premier League,2007/2008,Defender,Reading,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alex Rodrigo Dias da Costa,38,393120000,Premier League,2007/2008,Defender,Chelsea,1974,1034,940,Brazil,27,11,10,2,1,1,0,0,0,0,0,17,9,8,11,4,7,4,0,0.09,0,0.09,0.09,0.1,987,0.5,179,73,494,0,0.18,169,108,9,11
Alexandre Dimitri Song-Billong,33,558144000,Premier League,2007/2008,Midfielder,Arsenal,465,195,270,Cameroon,9,2,3,0,0,0,0,0,0,0,0,5,4,1,4,0,4,0,0,0,0,0,0,0,0,0.77,116,52,0,0,0,419,163,-1,20
Alexei Gennadyevich Smertin,45,168134400,Premier League,2007/2008,Midfielder,Fulham,990,533,457,Russia,15,6,5,2,2,0,0,0,0,0,0,1,0,1,21,14,7,2,0,0.18,0,0.18,0.34,0,495,1.91,47,66,495,0,0.18,99,72,-1,9
Ali Abdullah Harib Al Habsi,38,378518400,Premier League,2007/2008,Goalkeeper,Bolton Wanderers,900,360,540,Oman,10,4,6,0,0,0,0,0,0,0,0,4,3,1,11,2,9,0,0,0,0,0,0,0,0,1.1,82,90,0,0,0,371,409,69,23
Aliaksandr Hleb,39,357523200,Premier League,2007/2008,Midfielder,Arsenal,2435,1205,1230,Belarus,31,14,15,2,1,1,0,0,0,0,0,11,7,4,22,9,13,4,0,0.07,0,0.07,0.07,0.07,1218,0.81,111,79,609,0,0.15,196,356,-1,10
Álvaro Arbeloa Coca,37,411609600,Premier League,2007/2008,Defender,Liverpool,2274,1324,950,Spain,28,15,11,0,0,0,0,0,0,0,0,12,6,6,20,11,9,4,0,0,0,0,0,0,0,0.79,114,81,569,0,0.16,415,374,34,21
Anderson Luis de Abreu Oliveira,32,576892800,Premier League,2007/2008,Midfielder,Manchester United,1490,992,498,Brazil,24,11,5,0,0,0,0,0,0,0,0,13,10,3,9,4,5,2,0,0,0,0,0,0,0,0.54,166,62,745,0,0.12,292,188,-1,15
Anderson Silva de França,38,399340800,Premier League,2007/2008,Midfielder,Everton,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andranik Timotian-Samarani,37,415756800,Premier League,2007/2008,Midfielder,Bolton Wanderers,78,32,46,Iran,3,0,1,0,0,0,0,0,0,0,0,2,2,0,2,0,2,0,0,0,0,0,0,0,0,2.31,39,26,0,0,0,-1,-1,-1,19
André Ooijer,46,142732800,Premier League,2007/2008,Defender,Blackburn Rovers,2025,1067,958,Netherlands,27,12,11,0,0,0,0,0,0,0,0,7,3,4,23,13,10,2,0,0,0,0,0,0,0,1.02,88,75,1013,0,0.09,370,222,61,20
André Stéphane Bikey-Amougou,35,473990400,Premier League,2007/2008,Defender,Reading,1365,682,683,Cameroon,22,6,8,3,3,0,0,0,0,0,0,7,3,4,22,8,14,7,0,0.2,0,0.2,0.4,0,455,1.45,62,62,195,0,0.46,94,4,125,5
Andreas Granqvist,35,482457600,Premier League,2007/2008,Defender,Wigan Athletic,1170,450,720,Sweden,14,5,8,0,0,0,0,0,0,0,0,2,2,0,23,5,18,1,0,0,0,0,0,0,0,1.77,51,84,1170,0,0.08,319,271,161,25
Andreas Isaksson,38,370915200,Premier League,2007/2008,Goalkeeper,Manchester City,450,180,270,Sweden,5,2,3,0,0,0,0,0,0,0,0,0,0,0,13,3,10,0,0,0,0,0,0,0,0,2.6,35,90,0,0,0,278,131,181,16
Andrew Davies,35,472089600,Premier League,2007/2008,Defender,Middlesbrough,277,90,187,England,4,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1.3,69,69,0,0,0,366,235,105,26
Andrew Taylor,34,523238400,Premier League,2007/2008,Defender,Middlesbrough,1559,794,765,England,19,9,9,0,0,0,0,0,0,0,0,3,2,1,30,12,18,1,0,0,0,0,0,0,0,1.73,52,82,1559,0,0.06,367,234,158,25
Andriy Shevchenko,43,212803200,Premier League,2007/2008,Forward,Chelsea,739,409,330,Ukraine,17,4,4,5,5,0,0,0,0,1,0,9,4,5,5,3,2,0,0,0.61,0,0.61,1.1,0,148,0.61,148,43,0,0,0,12,206,-1,8
Andriy Voronin,41,301363200,Premier League,2007/2008,Forward,Liverpool,1123,321,802,Ukraine,19,4,9,5,3,2,0,0,0,0,0,9,4,5,11,2,9,2,0,0.4,0,0.4,0.84,0.22,225,0.88,102,59,562,0,0.16,36,367,-1,3
Andy Carroll,31,600048000,Premier League,2007/2008,Forward,Newcastle United,138,43,95,England,4,0,1,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,2.61,35,35,0,0,0,-1,-1,-1,16
Andy Cole,48,56332800,Premier League,2007/2008,Forward,Sunderland,237,128,109,England,7,2,1,0,0,0,0,0,0,0,0,1,1,0,4,1,3,0,0,0,0,0,0,0,0,1.52,59,34,0,0,0,-1,-1,-1,21
Andy Griffin,41,290476800,Premier League,2007/2008,Defender,Derby County,1149,468,681,England,15,6,7,0,0,0,0,0,0,0,0,2,1,1,29,10,19,4,0,0,0,0,0,0,0,2.27,40,77,287,0,0.31,324,394,175,34
Andy Johnson,39,350611200,Premier League,2007/2008,Forward,Everton,1844,762,1082,England,29,8,12,6,1,5,0,0,0,0,0,11,5,6,17,6,11,1,0,0.29,0,0.29,0.12,0.42,307,0.83,108,64,1844,0,0.05,58,253,-1,4
Andy O'Brien,41,299462400,Premier League,2007/2008,Defender,Bolton Wanderers,2777,1440,1337,Republic of Ireland,31,16,15,0,0,0,0,0,0,0,0,11,8,3,32,11,21,5,0,0,0,0,0,0,0,1.04,87,90,555,0,0.16,304,169,64,16
Andy Reid,38,396748800,Premier League,2007/2008,Midfielder,Sunderland,985,488,497,Republic of Ireland,13,5,6,1,1,0,0,0,0,0,0,3,1,2,13,7,6,2,0,0.09,0,0.09,0.18,0,985,1.19,76,76,493,0,0.18,167,143,-1,10
Andy Todd,46,148953600,Premier League,2007/2008,Midfielder,Derby County,1352,636,716,England,19,6,8,1,1,0,0,0,0,0,0,0,0,0,41,18,23,2,0,0.07,0,0.07,0.14,0,1352,2.73,33,71,676,0,0.13,192,391,-1,11
Andy van der Meyde,40,307497600,Premier League,2007/2008,Forward,Everton,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anthony Gardner,40,338169600,Premier League,2007/2008,Defender,Tottenham Hotspur,360,180,180,England,4,2,2,1,1,0,0,0,0,0,0,1,1,0,4,3,1,1,0,0.25,0,0.25,0.5,0,360,1,90,90,360,0,0.25,70,279,59,14
Anthony McMahon,34,512006400,Premier League,2007/2008,Defender,Middlesbrough,15,15,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,6,15,15,0,0,0,-1,-1,-1,27
Anthony Randolph Warner,46,137462400,Premier League,2007/2008,Goalkeeper,Fulham,270,180,90,Trinidad and Tobago,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,3,1,1,0,0,0,0,0,0,0,1.33,68,90,270,0,0.33,-1,-1,-1,25
Anthony Stokes,32,585792000,Premier League,2007/2008,Forward,Sunderland,742,478,264,Republic of Ireland,20,5,3,1,1,0,0,0,0,0,0,5,4,1,8,3,5,1,0,0.12,0,0.12,0.19,0,742,0.97,93,37,742,0,0.12,141,288,-1,11
Antoine Sibierski,46,144892800,Premier League,2007/2008,Midfielder,Wigan Athletic,1009,551,458,France,30,6,4,4,2,2,0,0,0,0,0,11,8,3,11,3,8,1,0,0.36,0,0.36,0.33,0.39,252,0.98,92,34,1009,0,0.09,42,400,-1,4
Anton Ferdinand,35,477532800,Premier League,2007/2008,Defender,West Ham United,1892,898,994,England,25,10,12,2,2,0,0,0,0,0,0,5,1,4,30,14,16,1,0,0.1,0,0.1,0.2,0,946,1.43,63,76,1892,0,0.05,155,318,120,8
Antonio Valencia,35,491961600,Premier League,2007/2008,Defender,Wigan Athletic,2711,1440,1271,Ecuador,31,16,14,3,1,2,0,0,0,0,0,12,9,3,34,13,21,5,0,0.1,0,0.1,0.06,0.14,904,1.13,80,87,542,0,0.17,160,247,74,7
Antti Mikko Niemi,48,76118400,Premier League,2007/2008,Goalkeeper,Fulham,1980,1080,900,Finland,22,12,10,0,0,0,0,0,0,0,0,2,1,1,37,20,17,0,0,0,0,0,0,0,0,1.68,54,90,0,0,0,301,173,153,21
Armand Traoré,30,623808000,Premier League,2007/2008,Defender,Arsenal,101,92,9,Senegal,3,1,0,0,0,0,0,0,0,0,0,2,1,1,1,1,0,0,0,0,0,0,0,0,0,0.89,101,34,0,0,0,-1,-1,-1,16
Arnold Mvuemba,35,475718400,Premier League,2007/2008,Midfielder,Portsmouth,335,46,289,France,9,0,3,0,0,0,0,0,0,0,0,2,1,1,4,0,4,0,0,0,0,0,0,0,0,1.07,84,37,0,0,0,399,43,-1,21
Ashley Cole,39,346118400,Premier League,2007/2008,Defender,Chelsea,2415,1065,1350,England,27,12,15,1,0,1,0,0,0,0,0,14,6,8,20,8,12,5,1,0.04,0,0.04,0,0.07,2415,0.75,121,89,403,0,0.22,227,62,29,15
Ashley Young,35,489715200,Premier League,2007/2008,Midfielder,Aston Villa,3291,1681,1610,England,37,19,18,8,4,4,0,0,0,0,0,9,5,4,45,21,24,6,0,0.22,0,0.22,0.21,0.22,411,1.23,73,89,549,0,0.16,81,337,-1,4
Asmir Begović,33,551145600,Premier League,2007/2008,Goalkeeper,Portsmouth,0,0,0,Bosnia and Herzegovina,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bacary Sagna,37,414028800,Premier League,2007/2008,Defender,Arsenal,2482,1132,1350,France,29,14,15,1,0,1,0,0,0,0,0,11,7,4,22,9,13,3,0,0.04,0,0.04,0,0.07,2482,0.8,113,86,827,0,0.11,219,360,37,14
Ben Alnwick,33,536457600,Premier League,2007/2008,Goalkeeper,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ben Foster,37,418176000,Premier League,2007/2008,Goalkeeper,Manchester United,90,0,90,England,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,25
Ben Hinchiffe,32,560736000,Premier League,2007/2008,Goalkeeper,Derby County,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ben Hutchinson,32,564969600,Premier League,2007/2008,Forward,Middlesbrough,182,80,102,England,8,0,0,1,0,1,0,0,0,0,0,2,0,2,4,2,2,0,0,0.49,0,0.49,0,0.88,182,1.98,46,23,0,0,0,-1,-1,-1,10
Ben Peter Anthony Tozer,30,636249600,Premier League,2007/2008,Defender,Newcastle United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Benjamin 'Benjani' Mwaruwari,42,271814400,Premier League,2007/2008,Forward,Manchester City,2906,1468,1438,Zimbabwe,36,17,17,15,9,6,0,0,0,0,1,12,6,6,35,16,19,1,0,0.46,0,0.46,0.55,0.38,194,1.08,83,81,2906,0,0.03,28,428,-1,1
Benni McCarthy,42,248140800,Premier League,2007/2008,Forward,Blackburn Rovers,1686,842,844,South Africa,31,10,11,8,7,1,0,0,0,5,1,7,4,3,20,8,12,1,0,0.43,0,0.43,0.75,0.11,211,1.07,84,54,1686,0,0.05,33,267,-1,2
Benny Feilhaber,35,474940800,Premier League,2007/2008,Midfielder,Derby County,260,149,111,USA,9,0,1,0,0,0,0,0,0,0,0,1,1,0,6,2,4,1,0,0,0,0,0,0,0,2.08,43,29,260,0,0.35,-1,-1,-1,27
Benoît Assou-Ekotto,36,448934400,Premier League,2007/2008,Defender,Tottenham Hotspur,90,0,90,Cameroon,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,90,90,90,0,1,-1,-1,-1,21
Bobby Convey,37,422841600,Premier League,2007/2008,Forward,Reading,1058,459,599,USA,20,6,6,0,0,0,0,0,0,0,0,1,1,0,18,5,13,1,0,0,0,0,0,0,0,1.53,59,53,1058,0,0.09,400,42,-1,19
Bobby Zamora,39,348451200,Premier League,2007/2008,Forward,West Ham United,912,555,357,England,13,7,4,1,1,0,0,0,0,0,0,1,0,1,18,8,10,1,0,0.1,0,0.1,0.16,0,912,1.78,51,70,912,0,0.1,152,312,-1,14
Borja Oubiña Meléndez,38,390441600,Premier League,2007/2008,Midfielder,Birmingham City,15,3,12,Spain,2,0,1,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,8,0,0,0,-1,-1,-1,17
Brad Friedel,49,43372800,Premier League,2007/2008,Goalkeeper,Blackburn Rovers,3420,1710,1710,USA,38,19,19,0,0,0,0,0,0,0,0,8,4,4,42,18,24,0,0,0,0,0,0,0,0,1.11,81,90,0,0,0,369,223,70,16
Brad Jones,38,385344000,Premier League,2007/2008,Goalkeeper,Middlesbrough,90,0,90,Australia,1,0,1,0,0,0,0,0,0,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,2,45,90,0,0,0,-1,-1,-1,20
Brede Hangeland,39,361843200,Premier League,2007/2008,Defender,Fulham,1350,630,720,Norway,15,7,8,0,0,0,0,0,0,0,0,5,2,3,18,10,8,1,0,0,0,0,0,0,0,1.2,75,90,1350,0,0.07,270,150,81,15
Brett Emerton,41,288489600,Premier League,2007/2008,Midfielder,Blackburn Rovers,2753,1419,1334,Australia,33,15,16,1,0,1,0,0,0,0,0,7,4,3,33,14,19,4,1,0.03,0,0.03,0,0.07,2753,1.08,83,83,688,0,0.13,235,32,-1,9
Brian McBride,48,77760000,Premier League,2007/2008,Forward,Fulham,1206,659,547,USA,17,8,6,4,3,1,0,0,0,0,0,4,2,2,16,10,6,1,0,0.3,0,0.3,0.41,0.16,302,1.19,75,71,1206,0,0.07,54,71,-1,5
Bruno Berner,42,248918400,Premier League,2007/2008,Defender,Blackburn Rovers,180,0,180,Switzerland,2,0,2,0,0,0,0,0,0,0,0,0,0,0,3,0,3,1,0,0,0,0,0,0,0,1.5,60,90,180,0,0.5,-1,-1,-1,14
Brynjar Björn Gunnarsson,44,182649600,Premier League,2007/2008,Midfielder,Reading,1502,801,701,Iceland,20,9,9,0,0,0,0,0,0,0,0,3,2,1,27,10,17,4,1,0,0,0,0,0,0,1.62,56,75,300,0,0.3,387,11,-1,22
Caleb Colman Folan,36,435974400,Premier League,2007/2008,Forward,Wigan Athletic,79,12,67,Republic of Ireland,2,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,1.14,79,40,0,0,0,-1,-1,-1,24
Cameron Jerome,34,524361600,Premier League,2007/2008,Forward,Birmingham City,1988,819,1169,England,33,8,13,7,2,5,0,0,0,0,0,3,2,1,27,7,20,2,0,0.32,0,0.32,0.22,0.38,284,1.22,74,60,994,0,0.09,50,90,-1,2
Carlo Cudicini,47,116121600,Premier League,2007/2008,Goalkeeper,Chelsea,900,540,360,Republic of Ireland,10,6,4,0,0,0,0,0,0,0,0,6,3,3,6,2,4,0,0,0,0,0,0,0,0,0.6,150,90,0,0,0,431,102,16,22
Carlos Alberto Tevez,36,444787200,Premier League,2007/2008,Forward,Manchester United,2685,1368,1317,Argentina,34,15,16,14,11,3,0,0,0,0,0,18,12,6,16,6,10,1,0,0.47,0,0.47,0.72,0.21,192,0.54,168,79,2685,0,0.03,23,50,-1,2
Carlos Manuel Bocanegra,41,296438400,Premier League,2007/2008,Defender,Fulham,1616,870,746,USA,22,9,9,1,0,1,0,0,0,0,0,5,2,3,29,17,12,5,0,0.06,0,0.06,0,0.12,1616,1.62,56,73,323,0,0.28,199,78,149,11
Carlton Cole Okirie,36,434764800,Premier League,2007/2008,Forward,West Ham United,1900,865,1035,England,31,10,11,4,3,1,0,0,0,0,0,7,2,5,23,11,12,9,0,0.19,0,0.19,0.31,0.09,475,1.09,83,61,211,0,0.43,96,167,-1,2
Cesc Fabregas,33,547084800,Premier League,2007/2008,Midfielder,Arsenal,2859,1511,1348,Spain,32,17,15,7,5,2,0,0,0,0,0,12,8,4,26,11,15,9,0,0.22,0,0.22,0.3,0.13,408,0.82,110,89,318,0,0.28,84,357,-1,3
Charles N'Zogbia,34,517622400,Premier League,2007/2008,Midfielder,Newcastle United,2436,1224,1212,France,32,14,13,3,1,2,0,0,0,0,0,5,4,1,48,20,28,5,0,0.11,0,0.11,0.07,0.15,812,1.77,51,76,487,0,0.18,146,349,-1,5
Charles-Hubert Itandje,37,405043200,Premier League,2007/2008,Goalkeeper,Liverpool,0,0,0,Cameroon,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Chinedum Onuoha,33,532137600,Premier League,2007/2008,Defender,Manchester City,1219,631,588,England,16,7,6,1,1,0,0,0,0,0,0,6,3,3,12,7,5,0,0,0.07,0,0.07,0.14,0,1219,0.89,102,76,0,0,0,189,241,44,13
Chris Baird,38,383443200,Premier League,2007/2008,Defender,Fulham,1466,720,746,Northern Ireland,18,8,9,0,0,0,0,0,0,0,0,3,1,2,25,15,10,3,1,0,0,0,0,0,0,1.53,59,81,489,0,0.18,422,75,137,29
Chris Eagles,34,501206400,Premier League,2007/2008,Midfielder,Manchester United,130,98,32,England,4,1,0,0,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33,0,0,0,-1,-1,-1,19
Chris Gunter,31,616982400,Premier League,2007/2008,Defender,Tottenham Hotspur,78,0,78,Wales,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,1.15,78,39,0,0,0,-1,-1,-1,17
Chris Kirkland,39,357609600,Premier League,2007/2008,Goalkeeper,Wigan Athletic,3330,1710,1620,England,37,19,18,0,0,0,0,0,0,0,0,12,9,3,47,17,30,0,0,0,0,0,0,0,0,1.27,71,90,0,0,0,317,248,100,13
Chris Riggott,40,336614400,Premier League,2007/2008,Defender,Middlesbrough,828,450,378,England,10,5,4,1,1,0,0,0,0,0,0,2,1,1,11,6,5,0,0,0.11,0,0.11,0.2,0,828,1.2,75,83,0,0,0,143,236,82,14
Christian Dailly,46,120182400,Premier League,2007/2008,Defender,West Ham United,0,0,0,Scotland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Christian Ulf Wilhelmsson,40,313459200,Premier League,2007/2008,Midfielder,Bolton Wanderers,233,158,75,Sweden,8,0,0,0,0,0,0,0,0,0,0,2,2,0,2,1,1,0,0,0,0,0,0,0,0,0.77,117,29,0,0,0,-1,-1,-1,13
Christopher Veijeany Samba,36,449280000,Premier League,2007/2008,Defender,Blackburn Rovers,2893,1456,1437,Congo,33,17,16,2,0,2,0,0,0,0,0,6,3,3,38,16,22,10,1,0.06,0,0.06,0,0.13,1447,1.18,76,88,263,0,0.34,206,221,78,7
Claude Davis,41,289526400,Premier League,2007/2008,Defender,Derby County,1537,818,719,Jamaica,19,10,9,0,0,0,0,0,0,0,0,2,1,1,28,12,16,4,1,0,0,0,0,0,0,1.64,55,81,384,0,0.23,323,396,151,35
Claude Makélélé,47,98841600,Premier League,2007/2008,Midfielder,Chelsea,1224,553,671,France,18,7,8,0,0,0,0,0,0,0,0,9,5,4,10,1,9,1,0,0,0,0,0,0,0,0.74,122,68,1224,0,0.07,271,187,-1,20
Claudio Miguel Pizarro Bossio,41,276220800,Premier League,2007/2008,Forward,Chelsea,678,380,298,Peru,20,4,0,2,1,1,0,0,0,0,0,10,7,3,7,5,2,1,0,0.27,0,0.27,0.24,0.3,339,0.93,97,34,678,0,0.13,63,95,-1,12
Cláudio Roberto da Silva,44,202176000,Premier League,2007/2008,Defender,Newcastle United,1431,726,705,Brazil,19,9,7,1,1,0,0,0,0,0,0,4,3,1,30,11,19,1,0,0.06,0,0.06,0.12,0,1431,1.89,48,75,1431,0,0.06,208,341,165,8
Clint Dempsey,37,416016000,Premier League,2007/2008,Forward,Fulham,2673,1330,1343,USA,36,14,15,6,3,3,0,0,0,0,0,7,3,4,43,23,20,4,0,0.2,0,0.2,0.2,0.2,446,1.45,62,74,668,0,0.13,90,67,-1,1
Colin Doyle,35,487382400,Premier League,2007/2008,Goalkeeper,Birmingham City,270,180,90,Republic of Ireland,3,2,1,0,0,0,0,0,0,0,0,0,0,0,5,2,3,1,0,0,0,0,0,0,0,1.67,54,90,270,0,0.33,-1,-1,-1,18
Collins John,34,498355200,Premier League,2007/2008,Forward,Fulham,34,11,23,Netherlands,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.65,34,17,0,0,0,-1,-1,-1,22
Craig Bellamy,41,300672000,Premier League,2007/2008,Forward,West Ham United,529,281,248,Wales,8,4,3,2,1,1,0,0,0,0,0,4,1,3,3,3,0,2,0,0.34,0,0.34,0.32,0.36,265,0.51,176,66,265,0,0.34,48,310,-1,7
Craig Fagan,37,408412800,Premier League,2007/2008,Forward,Derby County,1485,667,818,England,22,7,10,0,0,0,0,0,0,0,0,2,1,1,33,11,22,6,0,0,0,0,0,0,0,2,45,68,248,0,0.36,314,387,-1,31
