full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Alex Oxlade-Chamberlain,27,745369200,Premier League,2017/2018,Midfielder,Liverpool,1726,835,891,England,35,8,9,3,2,1,7,5,2,0,0,13,8,5,24,9,15,3,0,0.52,0.37,0.16,0.22,0.1,575,1.25,72,49,575,247,0.16,112,10,-1,6
Alex Palmer,24,839631600,Premier League,2017/2018,Goalkeeper,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Alex Pritchard,27,736383600,Premier League,2017/2018,Midfielder,Huddersfield Town,1002,521,481,England,14,6,6,1,1,0,1,0,1,0,0,3,2,1,12,6,6,1,0,0.18,0.09,0.09,0.17,0,1002,1.08,84,72,1002,1002,0.09,166,147,-1,6
Alexander Sørloth,24,818121600,Premier League,2017/2018,Forward,Crystal Palace,360,180,180,Norway,4,2,2,0,0,0,0,0,0,0,0,0,0,0,8,3,5,0,0,0,0,0,0,0,0,2,45,90,0,0,0,246,297,-1,28
Alexandre Lacazette,29,675385200,Premier League,2017/2018,Forward,Arsenal,2212,1152,1060,France,32,14,12,14,11,3,4,3,1,2,0,12,8,4,28,14,14,1,0,0.73,0.16,0.57,0.86,0.25,158,1.14,79,69,2212,553,0.04,13,78,-1,1
Alexis Sanchez,31,598492800,Premier League,2017/2018,Forward,Manchester United,2555,1405,1150,Chile,31,16,13,9,5,4,6,2,4,1,1,13,9,4,31,13,18,5,0,0.53,0.21,0.32,0.32,0.31,284,1.09,82,82,511,426,0.18,48,55,-1,2
Alfie Mawson,26,758937600,Premier League,2017/2018,Defender,Swansea City,3420,1710,1710,England,38,19,19,2,2,0,1,1,0,0,0,9,5,4,53,23,30,3,0,0.08,0.03,0.05,0.11,0,1710,1.39,65,90,1140,3420,0.08,207,239,102,7
Alfie Whiteman,21,907282800,Premier League,2017/2018,Goalkeeper,Tottenham Hotspur,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ali Gabr,31,600393600,Premier League,2017/2018,Defender,West Bromwich Albion,0,0,0,Egypt,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Allan Nyom,32,579222000,Premier League,2017/2018,Defender,West Bromwich Albion,2308,1096,1212,Cameroon,29,12,13,0,0,0,1,1,0,0,0,9,5,4,38,20,18,7,0,0.04,0.04,0,0,0,0,1.48,61,80,330,2308,0.27,402,216,131,20
Alvaro Morata,27,719794800,Premier League,2017/2018,Forward,Chelsea,2066,1127,939,Spain,31,13,11,11,6,5,6,4,2,0,0,13,9,4,17,8,9,7,0,0.74,0.26,0.48,0.48,0.48,188,0.74,122,67,295,344,0.3,22,30,-1,2
Ander Herrera,31,619052400,Premier League,2017/2018,Midfielder,Manchester United,1261,361,900,Spain,26,4,9,0,0,0,2,0,2,0,0,13,6,7,13,3,10,5,0,0.14,0.14,0,0,0,0,0.93,97,49,252,631,0.36,378,88,-1,21
Anders Lindegaard,36,450658800,Premier League,2017/2018,Goalkeeper,Burnley,0,0,0,Denmark,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Andre Ayew,30,629856000,Premier League,2017/2018,Forward,Swansea City,1842,842,1000,Ghana,30,8,11,3,2,1,4,4,0,0,1,6,4,2,38,13,25,5,0,0.34,0.2,0.15,0.21,0.09,614,1.86,48,61,368,461,0.24,124,57,-1,5
Andre Gray,29,677890800,Premier League,2017/2018,Forward,Watford,1495,646,849,England,31,7,9,5,2,3,2,1,1,0,0,7,3,4,24,13,11,1,0,0.42,0.12,0.3,0.28,0.32,299,1.44,62,48,1495,748,0.06,54,116,-1,5
André Martín Carrillo Díaz,29,676854000,Premier League,2017/2018,Forward,Watford,1536,747,789,Peru,28,7,9,1,1,0,2,1,1,0,0,7,4,3,28,15,13,2,0,0.18,0.12,0.06,0.12,0,1536,1.64,55,55,768,768,0.12,201,107,-1,14
Andreas Christensen,24,829090800,Premier League,2017/2018,Defender,Chelsea,2071,943,1128,Denmark,27,10,13,0,0,0,0,0,0,0,0,11,7,4,21,9,12,0,0,0,0,0,0,0,0,0.91,99,77,0,0,0,354,353,44,24
Andrew Robertson,26,763344000,Premier League,2017/2018,Defender,Liverpool,1943,1155,788,Scotland,22,13,9,1,1,0,5,3,2,0,0,10,7,3,16,7,9,2,0,0.28,0.23,0.05,0.08,0,1943,0.74,121,88,972,389,0.09,219,47,20,14
Andrew Surman,34,524876400,Premier League,2017/2018,Midfielder,AFC Bournemouth,1852,985,867,England,25,11,9,2,1,1,5,3,2,0,0,5,3,2,26,14,12,2,0,0.34,0.24,0.1,0.09,0.1,926,1.26,71,74,926,370,0.1,148,38,-1,10
Andros Townsend,29,679618800,Premier League,2017/2018,Midfielder,Crystal Palace,3128,1527,1601,England,36,17,18,2,2,0,7,3,4,0,0,8,3,5,47,23,24,3,0,0.26,0.2,0.06,0.12,0,1564,1.35,67,87,1043,447,0.09,206,59,-1,8
Andy Carroll,31,600048000,Premier League,2017/2018,Forward,West Ham United,745,517,228,England,16,4,3,3,3,0,0,0,0,0,0,5,3,2,11,8,3,7,1,0.36,0,0.36,0.52,0,248,1.33,68,47,106,0,0.85,37,249,-1,6
Andy King,31,594086400,Premier League,2017/2018,Midfielder,Swansea City,1251,516,735,Wales,22,6,8,3,2,1,0,0,0,0,0,3,1,2,25,10,15,2,0,0.22,0,0.22,0.35,0.12,417,1.8,50,57,626,0,0.14,81,336,-1,3
Àngel Rangel Zaragoza,37,404611200,Premier League,2017/2018,Defender,Swansea City,155,153,2,Spain,4,2,0,0,0,0,0,0,0,0,0,1,0,1,3,3,0,0,0,0,0,0,0,0,0,1.74,52,39,0,0,0,-1,-1,-1,17
Angelo Ogbonna,32,580345200,Premier League,2017/2018,Defender,West Ham United,2880,1440,1440,Italy,32,16,16,1,0,1,0,0,0,0,0,7,5,2,56,23,33,3,0,0.03,0,0.03,0,0.06,2880,1.75,51,90,960,0,0.09,236,379,167,11
Anthony Knockaert,28,690595200,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,2425,1286,1139,France,33,15,12,3,3,0,1,0,1,0,0,10,5,5,28,12,16,5,1,0.15,0.04,0.11,0.21,0,808,1.04,87,73,404,2425,0.22,146,213,-1,4
Anthony Martial,24,818121600,Premier League,2017/2018,Forward,Manchester United,1583,670,913,France,30,7,11,9,5,4,5,4,1,1,0,15,10,5,13,5,8,1,0,0.8,0.28,0.51,0.67,0.39,176,0.74,122,53,1583,317,0.06,17,22,-1,3
Antonio Martínez López,23,867625200,Premier League,2017/2018,Forward,West Ham United,0,0,0,Spain,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Antonio Rüdiger,27,731116800,Premier League,2017/2018,Defender,Chelsea,2336,1346,990,Germany,27,14,11,2,2,0,1,0,1,0,0,13,8,5,21,15,6,4,0,0.12,0.04,0.08,0.13,0,1168,0.81,111,87,584,2336,0.15,172,211,26,9
Antonio Valencia,35,491958000,Premier League,2017/2018,Defender,Manchester United,2743,1440,1303,Ecuador,31,16,15,3,2,1,1,0,1,0,0,15,10,5,22,7,15,7,0,0.13,0.03,0.1,0.13,0.07,914,0.72,125,88,392,2743,0.23,149,227,16,10
Arthur Masuaku,26,752630400,Premier League,2017/2018,Defender,West Ham United,1872,923,949,France,27,11,10,0,0,0,3,3,0,0,0,7,5,2,27,10,17,5,0,0.14,0.14,0,0,0,0,1.3,69,69,374,624,0.24,357,92,82,24
Artur Boruc,40,319852800,Premier League,2017/2018,Goalkeeper,AFC Bournemouth,0,0,0,Poland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ashley Barnes,30,625708800,Premier League,2017/2018,Forward,Burnley,2157,1150,1007,England,36,11,10,9,5,4,0,0,0,0,0,12,7,5,20,9,11,10,0,0.38,0,0.38,0.39,0.36,240,0.83,108,60,216,0,0.42,34,301,-1,2
Ashley Westwood,30,638924400,Premier League,2017/2018,Midfielder,Burnley,1106,553,553,England,19,6,6,0,0,0,1,1,0,0,0,5,4,1,15,5,10,2,0,0.08,0.08,0,0,0,0,1.22,74,58,553,1106,0.16,303,155,-1,18
Ashley Williams,36,462063600,Premier League,2017/2018,Defender,Everton,1833,903,930,Wales,24,10,10,1,1,0,0,0,0,0,0,6,4,2,30,11,19,4,1,0.05,0,0.05,0.1,0,1833,1.47,61,76,367,0,0.25,212,317,124,10
Ashley Young,35,489711600,Premier League,2017/2018,Midfielder,Manchester United,2447,1222,1225,England,30,14,14,2,0,2,4,4,0,0,0,12,8,4,25,9,16,7,0,0.22,0.15,0.07,0,0.15,1224,0.92,98,82,350,612,0.26,181,85,-1,11
Asmir Begović,33,551142000,Premier League,2017/2018,Goalkeeper,AFC Bournemouth,3420,1710,1710,Bosnia and Herzegovina,38,19,19,0,0,0,0,0,0,0,0,6,3,3,56,28,28,2,0,0,0,0,0,0,0,1.47,61,90,1710,0,0.05,405,405,125,17
Axel Tuanzebe,22,879465600,Premier League,2017/2018,Defender,Manchester United,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aymeric Laporte,26,769993200,Premier League,2017/2018,Defender,Manchester City,807,450,357,France,9,5,4,0,0,0,0,0,0,0,0,4,3,1,5,2,3,1,0,0,0,0,0,0,0,0.56,161,90,807,0,0.11,244,287,7,14
Ayoze Perez,27,743900400,Premier League,2017/2018,Forward,Newcastle United,2497,1190,1307,Spain,36,13,15,8,4,4,5,2,3,0,0,9,7,2,26,8,18,3,0,0.47,0.18,0.29,0.3,0.28,312,0.94,96,69,832,499,0.11,55,66,-1,1
Bakary Sako,32,578012400,Premier League,2017/2018,Midfielder,Crystal Palace,468,184,284,Mali,16,1,3,3,2,1,0,0,0,0,0,3,1,2,10,0,10,0,0,0.58,0,0.58,0.98,0.32,156,1.92,47,29,0,0,0,12,255,-1,5
Ben Chilwell,23,851126400,Premier League,2017/2018,Defender,Leicester City,1852,899,953,England,24,9,11,0,0,0,2,0,2,0,0,6,4,2,28,10,18,3,1,0.1,0.1,0,0,0,0,1.36,66,77,617,926,0.15,340,126,91,17
Ben Davies,27,735606000,Premier League,2017/2018,Defender,Tottenham Hotspur,2323,1062,1261,Wales,29,12,14,2,0,2,6,2,4,0,0,14,8,6,17,7,10,3,0,0.31,0.23,0.08,0,0.14,1162,0.66,137,80,774,387,0.12,179,46,11,6
Ben Foster,37,418172400,Premier League,2017/2018,Goalkeeper,West Bromwich Albion,3330,1710,1620,England,37,19,18,0,0,0,0,0,0,0,0,10,6,4,51,27,24,2,0,0,0,0,0,0,0,1.38,65,90,1665,0,0.05,401,386,101,18
Ben Hamer,32,564364800,Premier League,2017/2018,Goalkeeper,Leicester City,274,180,94,England,4,2,1,0,0,0,0,0,0,0,0,1,1,0,6,2,4,0,0,0,0,0,0,0,0,1.97,46,69,0,0,0,329,337,171,16
Ben Mee,31,622335600,Premier League,2017/2018,Defender,Burnley,2610,1170,1440,England,29,13,16,0,0,0,0,0,0,0,0,9,4,5,23,9,14,5,0,0,0,0,0,0,0,0.79,113,90,522,0,0.17,314,326,23,21
Ben Watson,35,489711600,Premier League,2017/2018,Midfielder,Watford,458,223,235,England,8,3,3,0,0,0,0,0,0,0,0,1,0,1,9,4,5,1,0,0,0,0,0,0,0,1.77,51,57,458,0,0.2,346,343,-1,24
Beni Baningime,32,589762800,Premier League,2017/2018,Midfielder,Everton,192,125,67,Congo DR,8,1,0,0,0,0,0,0,0,0,0,4,3,1,2,1,1,1,0,0,0,0,0,0,0,0.94,96,24,192,0,0.47,-1,-1,-1,14
Benik Afobe,27,729475200,Premier League,2017/2018,Forward,AFC Bournemouth,532,246,286,Congo DR,17,2,3,0,0,0,0,0,0,0,0,2,1,1,12,4,8,0,0,0,0,0,0,0,0,2.03,44,31,0,0,0,299,412,-1,20
Benjamin Johnson,20,948672000,Premier League,2017/2018,Forward,West Ham United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Benjamin Mendy,26,774399600,Premier League,2017/2018,Defender,Manchester City,361,181,180,France,7,2,2,0,0,0,1,1,0,0,0,5,4,1,1,0,1,2,0,0.25,0.25,0,0,0,0,0.25,361,52,181,361,0.5,286,36,3,18
Benjamin Woodburn,20,939942000,Premier League,2017/2018,Forward,Liverpool,6,6,0,Wales,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,-1,-1,-1,17
Beram Kayal,32,578530800,Premier League,2017/2018,Midfielder,Brighton & Hove Albion,739,233,506,Israel,19,2,6,0,0,0,0,0,0,0,0,3,2,1,14,4,10,2,0,0,0,0,0,0,0,1.71,53,39,370,0,0.24,294,285,-1,22
Bernardo Silva,26,776473200,Premier League,2017/2018,Midfielder,Manchester City,1519,762,757,Portugal,35,7,8,6,4,2,4,2,2,0,0,17,7,10,9,6,3,0,0,0.59,0.24,0.36,0.47,0.24,253,0.53,169,43,0,380,0,39,42,-1,7
Bojan,30,651798000,Premier League,2017/2018,Forward,Stoke City,72,0,72,Spain,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1.25,72,72,0,0,0,-1,-1,-1,28
Brad Smith,26,765846000,Premier League,2017/2018,Defender,AFC Bournemouth,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Brahim Abdelkader Diaz,21,933634800,Premier League,2017/2018,Midfielder,Manchester City,50,22,28,Spain,5,0,0,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,1.8,50,10,0,0,0,-1,-1,-1,15
Bruno Martins Indi,28,697507200,Premier League,2017/2018,Defender,Stoke City,1244,534,710,Netherlands,17,6,8,0,0,0,0,0,0,0,0,3,1,2,26,12,14,3,0,0,0,0,0,0,0,1.88,48,73,415,0,0.22,279,278,169,21
Bruno Saltor Grau,39,339202800,Premier League,2017/2018,Defender,Brighton & Hove Albion,2018,1073,945,Spain,25,12,11,0,0,0,0,0,0,0,0,10,5,5,22,10,12,3,0,0,0,0,0,0,0,0.98,92,81,673,0,0.13,409,410,50,14
Callum Hudson-Odoi,19,973555200,Premier League,2017/2018,Midfielder,Chelsea,27,27,0,England,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,3.33,27,14,0,0,0,-1,-1,-1,18
Callum Wilson,28,699148800,Premier League,2017/2018,Forward,AFC Bournemouth,1990,1050,940,England,28,12,11,8,5,3,2,1,1,0,0,5,2,3,30,17,13,0,0,0.45,0.09,0.36,0.43,0.29,249,1.36,66,71,0,995,0,40,150,-1,1
Calum Chambers,25,790560000,Premier League,2017/2018,Defender,Arsenal,869,364,505,England,12,4,6,0,0,0,0,0,0,0,0,3,3,0,13,4,9,1,0,0,0,0,0,0,0,1.35,67,72,869,0,0.1,287,265,90,19
Cameron Carter-Vickers,22,883526400,Premier League,2017/2018,Defender,Tottenham Hotspur,0,0,0,USA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Carl Stewart,23,862527600,Premier League,2017/2018,Midfielder,Watford,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cedric Soares,29,683593200,Premier League,2017/2018,Defender,Southampton,2797,1433,1364,Portugal,32,16,16,0,0,0,3,0,3,0,0,7,3,4,41,21,20,3,0,0.1,0.1,0,0,0,0,1.32,68,87,932,932,0.1,393,129,86,23
Cenk Tosun,29,676249200,Premier League,2017/2018,Forward,Everton,991,503,488,Turkey,14,6,6,5,1,4,0,0,0,0,0,4,3,1,13,5,8,0,0,0.45,0,0.45,0.18,0.74,198,1.18,76,71,0,0,0,25,290,-1,3
Cesar Azpilicueta,31,620262000,Premier League,2017/2018,Defender,Chelsea,3330,1620,1710,Spain,37,18,19,2,2,0,6,3,3,0,0,15,9,6,34,15,19,1,0,0.22,0.16,0.05,0.11,0,1665,0.92,98,90,3330,555,0.03,214,76,45,8
Cesc Fabregas,33,547081200,Premier League,2017/2018,Midfielder,Chelsea,2309,1432,877,Spain,32,16,9,2,1,1,4,1,3,0,0,14,9,5,25,14,11,6,1,0.23,0.16,0.08,0.06,0.1,1155,0.97,92,72,385,577,0.23,174,75,-1,10
Chancel Mbemba Mangulu,26,776300400,Premier League,2017/2018,Defender,Newcastle United,672,313,359,Congo DR,9,3,4,0,0,0,0,0,0,0,0,1,1,0,11,4,7,0,0,0,0,0,0,0,0,1.47,61,75,0,0,0,366,364,126,17
Charlie Adam,34,503020800,Premier League,2017/2018,Midfielder,Stoke City,408,295,113,Scotland,11,4,1,0,0,0,0,0,0,0,1,3,2,1,7,3,4,3,1,0,0,0,0,0,0,1.54,58,37,102,0,0.88,390,354,-1,20
Charlie Austin,31,615596400,Premier League,2017/2018,Forward,Southampton,1030,581,449,England,24,6,4,7,5,2,0,0,0,1,0,4,2,2,14,8,6,2,0,0.61,0,0.61,0.77,0.4,147,1.22,74,43,515,0,0.17,10,391,-1,1
Charlie Daniels,34,526431600,Premier League,2017/2018,Defender,AFC Bournemouth,3005,1385,1620,England,35,16,18,1,1,0,3,1,2,0,0,6,3,3,46,22,24,0,0,0.12,0.09,0.03,0.06,0,3005,1.38,65,86,0,1002,0,233,139,100,12
Charlie Taylor,27,748306800,Premier League,2017/2018,Defender,Burnley,949,409,540,England,11,4,6,0,0,0,0,0,0,0,0,3,1,2,10,6,4,3,0,0,0,0,0,0,0,0.95,95,86,316,0,0.28,302,325,47,19
Charly Junior Musonda,23,845334000,Premier League,2017/2018,Midfielder,Chelsea,34,0,34,Belgium,3,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,2.65,2.65,0,0,0,0,0,0,11,0,34,0,-1,-1,-1,22
Cheikhou Kouyaté,30,630201600,Premier League,2017/2018,Midfielder,West Ham United,2803,1481,1322,Senegal,33,17,15,2,2,0,3,1,2,0,0,7,5,2,55,25,30,5,0,0.16,0.1,0.06,0.12,0,1402,1.77,51,85,561,934,0.16,194,133,-1,10
Choupo-Moting,31,606614400,Premier League,2017/2018,Forward,Stoke City,2248,1203,1045,Cameroon,30,14,12,5,4,1,5,5,0,0,0,5,3,2,44,18,26,3,0,0.4,0.2,0.2,0.3,0.09,450,1.76,51,75,749,450,0.12,96,58,-1,3
Chris Brunt,35,471830400,Premier League,2017/2018,Midfielder,West Bromwich Albion,1923,1157,766,Northern Ireland,26,13,9,0,0,0,7,6,1,0,0,9,5,4,21,13,8,5,0,0.33,0.33,0,0,0,0,0.98,92,74,385,275,0.23,404,14,-1,22
Chris Löwe,31,608684400,Premier League,2017/2018,Defender,Huddersfield Town,1593,900,693,Germany,23,10,9,0,0,0,0,0,0,0,0,7,4,3,25,15,10,1,0,0,0,0,0,0,0,1.41,64,69,1593,0,0.06,313,310,113,24
Chris Smalling,30,627696000,Premier League,2017/2018,Defender,Manchester United,2535,1170,1365,England,29,13,15,4,1,3,0,0,0,0,0,12,7,5,23,7,16,4,0,0.14,0,0.14,0.08,0.2,634,0.82,110,87,634,0,0.14,127,377,27,8
Chris Wood,28,692064000,Premier League,2017/2018,Forward,Burnley,1633,807,826,New Zealand,24,10,10,10,5,5,1,0,1,0,0,9,5,4,10,5,5,1,0,0.61,0.06,0.55,0.56,0.54,163,0.55,163,68,1633,1633,0.06,16,190,-1,1
