full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Adel Taarabt,31,611967600,Premier League,2013/2014,Midfielder,Fulham,593,308,285,Morocco,12,4,3,0,0,0,1,1,0,0,0,1,0,1,15,9,6,0,0,0.15,0.15,0,0,0,0,2.28,40,49,0,593,0,317,94,-1,33
Adilson Tavares Varela,31,593478000,Premier League,2013/2014,Midfielder,Sunderland,90,90,0,Switzerland,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,27
Adlène Guédioura,34,500601600,Premier League,2013/2014,Midfielder,Crystal Palace,317,229,88,Algeria,8,3,1,0,0,0,0,0,0,0,0,2,1,1,4,3,1,0,0,0,0,0,0,0,0,1.14,79,40,0,0,0,269,295,-1,25
Adnan Januzaj,25,791942400,Premier League,2013/2014,Midfielder,Manchester United,1640,820,820,Belgium,27,7,8,4,1,3,3,2,1,0,0,9,3,6,17,10,7,7,0,0.38,0.16,0.22,0.11,0.33,410,0.93,96,61,234,547,0.38,89,90,-1,6
Adrian Mariappa,33,528678000,Premier League,2013/2014,Defender,Crystal Palace,2113,965,1148,Jamaica,24,10,13,1,1,0,1,0,1,0,0,9,5,4,29,15,14,6,0,0.09,0.04,0.04,0.09,0,2113,1.24,73,88,352,2113,0.26,242,216,71,9
Adrián San Miguel del Castillo,33,536630400,Premier League,2013/2014,Goalkeeper,West Ham United,1800,900,900,Spain,20,10,10,0,0,0,0,0,0,0,0,6,3,3,26,12,14,2,0,0,0,0,0,0,0,1.3,69,90,900,0,0.1,404,400,82,25
Ahmed Eissa El Mohamady Abdel Fattah,33,558140400,Premier League,2013/2014,Midfielder,Hull City,3329,1672,1657,Egypt,38,19,19,2,1,1,2,0,2,0,0,10,8,2,48,19,29,3,0,0.11,0.05,0.05,0.05,0.05,1665,1.3,69,88,1110,1665,0.08,223,203,-1,9
Aiden McGeady,34,512953200,Premier League,2013/2014,Midfielder,Everton,469,292,177,Republic of Ireland,16,3,1,0,0,0,1,0,1,0,0,5,3,2,5,5,0,0,0,0.19,0.19,0,0,0,0,0.96,94,29,0,469,0,286,68,-1,16
Alejandro Pozuelo Melero,29,685321200,Premier League,2013/2014,Midfielder,Swansea City,876,371,505,Spain,22,3,4,0,0,0,0,0,0,0,0,5,3,2,13,5,8,1,0,0,0,0,0,0,0,1.34,67,40,876,0,0.1,416,410,-1,21
Aleksandar Kolarov,34,500428800,Premier League,2013/2014,Defender,Manchester City,1970,1079,891,Serbia,30,12,9,1,0,1,6,3,3,0,0,12,7,5,17,8,9,2,0,0.32,0.27,0.05,0,0.1,1970,0.78,116,66,985,328,0.09,228,32,15,14
Aleksandar Tonev,30,634003200,Premier League,2013/2014,Midfielder,Aston Villa,595,304,291,Bulgaria,17,3,3,0,0,0,0,0,0,0,0,4,2,2,6,3,3,0,0,0,0,0,0,0,0,0.91,99,35,0,0,0,364,360,-1,19
Alex Bruce,35,465174000,Premier League,2013/2014,Defender,Hull City,1593,607,986,Northern Ireland,20,7,12,0,0,0,0,0,0,0,0,2,1,1,28,12,16,2,0,0,0,0,0,0,0,1.58,57,80,797,0,0.11,383,379,137,27
Alex Oxlade-Chamberlain,27,745369200,Premier League,2013/2014,Midfielder,Arsenal,524,224,300,England,14,3,3,2,2,0,2,1,1,0,0,5,3,2,12,2,10,0,0,0.69,0.34,0.34,0.8,0,262,2.06,44,37,0,262,0,42,17,-1,10
Alex Pritchard,27,736383600,Premier League,2013/2014,Midfielder,Tottenham Hotspur,7,7,0,England,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,-1,-1,-1,27
Alexander Banor Tettey,34,512953200,Premier League,2013/2014,Midfielder,Norwich City,1487,703,784,Norway,21,8,9,1,1,0,0,0,0,0,0,7,5,2,22,6,16,7,0,0.06,0,0.06,0.13,0,1487,1.33,68,71,212,0,0.42,207,366,-1,10
Alexander Büttner,31,603158400,Premier League,2013/2014,Defender,Manchester United,497,291,206,Netherlands,8,3,2,0,0,0,0,0,0,0,0,3,1,2,7,5,2,2,0,0,0,0,0,0,0,1.27,71,62,249,0,0.36,304,305,76,20
Alexander Kačaniklić,29,682038000,Premier League,2013/2014,Midfielder,Fulham,1301,529,772,Sweden,23,6,9,1,1,0,0,0,0,0,0,2,2,0,28,6,22,0,0,0.07,0,0.07,0.17,0,1301,1.94,46,57,0,0,0,200,397,-1,14
Allan McGregor,38,381283200,Premier League,2013/2014,Goalkeeper,Hull City,2230,1216,1014,Scotland,26,14,12,0,0,0,0,0,0,0,0,7,6,1,28,13,15,2,2,0,0,0,0,0,0,1.13,80,86,558,0,0.16,381,375,51,18
Alou Diarra,39,363999600,Premier League,2013/2014,Midfielder,West Ham United,113,8,105,France,3,0,1,0,0,0,0,0,0,0,0,2,1,1,2,0,2,1,0,0,0,0,0,0,0,1.59,57,38,113,0,0.8,-1,-1,-1,27
Álvaro García Vázquez,29,672706800,Premier League,2013/2014,Forward,Swansea City,411,128,283,Spain,12,2,3,0,0,0,1,0,1,0,0,5,4,1,5,1,4,0,0,0.22,0.22,0,0,0,0,1.09,82,34,0,411,0,270,52,-1,16
Álvaro Negredo Sánchez,35,493340400,Premier League,2013/2014,Forward,Manchester City,1724,986,738,Spain,32,12,9,9,7,2,3,2,1,0,0,15,10,5,17,6,11,1,0,0.63,0.16,0.47,0.64,0.24,192,0.89,101,54,1724,575,0.05,26,86,-1,4
Aly Cissokho,33,558658800,Premier League,2013/2014,Defender,Liverpool,1090,555,535,France,15,6,6,0,0,0,1,1,0,0,0,4,3,1,16,4,12,2,0,0.08,0.08,0,0,0,0,1.32,68,73,545,1090,0.17,274,159,88,17
Anders Lindegaard,36,450658800,Premier League,2013/2014,Goalkeeper,Manchester United,90,0,90,Denmark,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,90,0,0,0,-1,-1,-1,22
Anderson Luis de Abreu Oliveira,32,576889200,Premier League,2013/2014,Midfielder,Manchester United,154,150,4,Brazil,4,2,0,0,0,0,0,0,0,0,0,1,1,0,1,1,0,0,0,0,0,0,0,0,0,0.58,154,39,0,0,0,-1,-1,-1,24
André Schürrle,29,657849600,Premier League,2013/2014,Midfielder,Chelsea,1325,574,751,Germany,30,6,9,8,2,6,2,1,1,0,0,16,9,7,10,2,8,1,0,0.68,0.14,0.54,0.31,0.72,166,0.68,133,44,1325,663,0.07,17,102,-1,4
Andre Wisdom,27,736902000,Premier League,2013/2014,Defender,Liverpool,81,12,69,England,2,0,1,0,0,0,0,0,0,0,0,1,1,0,2,0,2,1,0,0,0,0,0,0,0,2.22,41,41,81,0,1.11,-1,-1,-1,18
Andrea Dossena,39,369010800,Premier League,2013/2014,Defender,Sunderland,491,180,311,Italy,7,2,4,0,0,0,0,0,0,0,0,2,0,2,10,5,5,2,1,0,0,0,0,0,0,1.83,49,70,164,0,0.55,290,289,156,17
Andreas Cornelius,27,732240000,Premier League,2013/2014,Forward,Cardiff City,105,74,31,Denmark,8,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0.86,105,13,0,0,0,-1,-1,-1,18
Andreas Weimann,29,681346800,Premier League,2013/2014,Forward,Aston Villa,2657,1312,1345,Austria,37,16,15,5,4,1,4,2,2,0,0,8,3,5,43,21,22,1,0,0.3,0.14,0.17,0.27,0.07,531,1.46,62,72,2657,664,0.03,112,105,-1,2
Andrew Taylor,34,523234800,Premier League,2013/2014,Defender,Cardiff City,1574,944,630,England,18,11,7,0,0,0,0,0,0,0,0,4,3,1,30,17,13,0,0,0,0,0,0,0,0,1.72,52,87,0,0,0,268,264,148,12
Andros Townsend,29,679618800,Premier League,2013/2014,Midfielder,Tottenham Hotspur,1227,785,442,England,25,8,4,1,0,1,0,0,0,0,0,10,5,5,10,8,2,2,0,0.07,0,0.07,0,0.2,1227,0.73,123,49,614,0,0.15,191,398,-1,14
Andy Carroll,31,600048000,Premier League,2013/2014,Forward,West Ham United,1094,531,563,England,15,6,6,2,0,2,4,2,2,0,0,4,2,2,17,6,11,1,1,0.49,0.33,0.16,0,0.32,547,1.4,64,73,547,274,0.16,118,18,-1,7
Andy Wilkinson,36,460594800,Premier League,2013/2014,Defender,Stoke City,272,103,169,England,5,1,1,0,0,0,0,0,0,0,0,2,2,0,9,0,9,1,0,0,0,0,0,0,0,2.98,30,54,272,0,0.33,356,352,181,18
Àngel Rangel Zaragoza,37,404611200,Premier League,2013/2014,Defender,Swansea City,2632,1247,1385,Spain,30,14,15,0,0,0,1,0,1,0,0,7,5,2,39,18,21,8,0,0.03,0.03,0,0,0,0,1.33,67,88,329,2632,0.27,411,246,89,25
Anthony Pilkington,32,581554800,Premier League,2013/2014,Midfielder,Norwich City,832,405,427,Republic of Ireland,15,5,5,1,1,0,1,0,1,0,0,5,4,1,18,4,14,2,0,0.22,0.11,0.11,0.22,0,832,1.95,46,55,416,832,0.22,153,127,-1,7
Antolín Alcáraz Viveros,38,396831600,Premier League,2013/2014,Defender,Everton,494,224,270,Paraguay,6,2,3,0,0,0,0,0,0,0,0,1,1,0,11,4,7,0,0,0,0,0,0,0,0,2,45,82,0,0,0,298,278,168,13
Antonio Manuel Luna Rodríguez,29,669168000,Premier League,2013/2014,Defender,Aston Villa,1381,832,549,Spain,17,10,6,1,0,1,0,0,0,0,0,4,1,3,18,13,5,2,0,0.07,0,0.07,0,0.16,1381,1.17,77,81,691,0,0.13,194,358,56,10
Antonio Nocerino,35,481849200,Premier League,2013/2014,Midfielder,West Ham United,254,50,204,Italy,10,0,2,0,0,0,0,0,0,0,0,4,2,2,6,1,5,3,0,0,0,0,0,0,0,2.13,42,25,85,0,1.06,-1,-1,-1,17
Antonio Valencia,35,491958000,Premier League,2013/2014,Defender,Manchester United,1939,948,991,Ecuador,29,10,10,2,1,1,3,1,2,0,0,10,6,4,19,5,14,8,1,0.23,0.14,0.09,0.09,0.09,970,0.88,102,67,242,646,0.37,171,104,23,9
Apostolos Vellios,28,694828800,Premier League,2013/2014,Forward,Everton,0,0,0,Greece,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aron Einar Gunnarsson,31,609202800,Premier League,2013/2014,Midfielder,Cardiff City,1539,603,936,Iceland,23,6,11,1,1,0,2,0,2,0,0,5,3,2,28,9,19,1,0,0.18,0.12,0.06,0.15,0,1539,1.64,55,67,1539,770,0.06,213,120,-1,10
Arouna Koné,36,437356800,Premier League,2013/2014,Forward,Everton,81,41,40,Côte d'Ivoire,5,0,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,16,0,0,0,-1,-1,-1,21
Artur Boruc,40,319852800,Premier League,2013/2014,Goalkeeper,Southampton,2578,1260,1318,Poland,29,14,15,0,0,0,1,0,1,0,0,14,7,7,24,11,13,0,0,0.03,0.03,0,0,0,0,0.84,107,89,0,2578,0,336,251,21,16
Ashkan Dejagah,34,520902000,Premier League,2013/2014,Midfielder,Fulham,1297,584,713,Iran,22,5,8,5,4,1,2,1,1,0,0,3,3,0,37,16,21,5,0,0.49,0.14,0.35,0.62,0.13,259,2.57,35,59,259,649,0.35,40,101,-1,2
Ashley Cole,39,346118400,Premier League,2013/2014,Defender,Chelsea,1386,612,774,England,17,6,9,0,0,0,2,1,1,0,0,9,5,4,8,2,6,1,0,0.13,0.13,0,0,0,0,0.52,173,82,1386,693,0.06,379,117,1,23
Ashley Westwood,30,638924400,Premier League,2013/2014,Midfielder,Aston Villa,3081,1506,1575,England,35,17,18,3,1,2,2,2,0,0,0,8,4,4,53,25,28,7,0,0.15,0.06,0.09,0.06,0.11,1027,1.55,58,88,440,1541,0.2,170,185,-1,7
Ashley Williams,36,462063600,Premier League,2013/2014,Defender,Swansea City,3040,1510,1530,Wales,34,17,17,1,0,1,1,0,1,0,0,7,5,2,45,20,25,5,0,0.06,0.03,0.03,0,0.06,3040,1.33,68,89,608,3040,0.15,259,245,90,11
Ashley Young,35,489711600,Premier League,2013/2014,Midfielder,Manchester United,1030,459,571,England,20,5,8,2,2,0,1,0,1,0,0,9,4,5,16,4,12,4,0,0.26,0.09,0.17,0.39,0,515,1.4,64,52,258,1030,0.35,110,141,-1,7
Asmir Begović,33,551142000,Premier League,2013/2014,Goalkeeper,Stoke City,2880,1530,1350,Bosnia and Herzegovina,32,17,15,1,1,0,0,0,0,0,0,9,7,2,36,11,25,1,0,0.03,0,0.03,0.06,0,2880,1.13,80,90,2880,0,0.03,249,346,52,11
Bacary Sagna,37,414028800,Premier League,2013/2014,Defender,Arsenal,3060,1440,1620,France,35,16,18,1,1,0,2,0,2,0,0,16,10,6,37,9,28,6,0,0.09,0.06,0.03,0.06,0,3060,1.09,83,87,510,1530,0.18,252,196,46,15
Barry Bannan,30,628473600,Premier League,2013/2014,Midfielder,Crystal Palace,1004,446,558,Scotland,15,6,7,1,0,1,1,1,0,0,0,5,3,2,13,5,8,1,0,0.18,0.09,0.09,0,0.16,1004,1.17,77,67,1004,1004,0.09,172,150,-1,8
Ben Amos,30,639702000,Premier League,2013/2014,Goalkeeper,Manchester United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ben Davies,27,735606000,Premier League,2013/2014,Defender,Swansea City,2873,1581,1292,Wales,34,18,14,2,1,1,1,0,1,0,0,7,5,2,43,23,20,3,0,0.09,0.03,0.06,0.06,0.07,1437,1.35,67,85,958,2873,0.09,203,247,95,6
Ben Foster,37,418172400,Premier League,2013/2014,Goalkeeper,West Bromwich Albion,2148,1080,1068,England,24,12,12,0,0,0,0,0,0,0,0,4,2,2,35,14,21,1,0,0,0,0,0,0,0,1.47,61,90,2148,0,0.04,332,324,128,19
Ben Turner,32,588121200,Premier League,2013/2014,Defender,Cardiff City,2721,1350,1371,England,31,15,15,0,0,0,1,0,1,0,0,6,4,2,46,18,28,5,0,0.03,0.03,0,0,0,0,1.52,59,88,544,2721,0.17,406,243,131,29
Billy Jones,33,543542400,Premier League,2013/2014,Defender,West Bromwich Albion,1741,841,900,England,21,11,10,0,0,0,0,0,0,0,0,6,4,2,26,8,18,5,0,0,0,0,0,0,0,1.34,67,83,348,0,0.26,333,314,92,25
Bo-Kyung Kim,30,623631600,Premier League,2013/2014,Midfielder,Cardiff City,1678,792,886,South Korea,28,10,11,1,1,0,0,0,0,0,0,5,3,2,27,11,16,4,0,0.05,0,0.05,0.11,0,1678,1.45,62,60,420,0,0.21,226,405,-1,9
Brad Friedel,49,43369200,Premier League,2013/2014,Goalkeeper,Tottenham Hotspur,90,90,0,USA,1,1,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,1,90,90,0,0,0,-1,-1,-1,23
Brad Jones,38,385344000,Premier League,2013/2014,Goalkeeper,Liverpool,0,0,0,Australia,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Brad Smith,26,765846000,Premier League,2013/2014,Defender,Liverpool,30,0,30,Australia,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,30,0,0,0,-1,-1,-1,14
Bradley Guzan,36,463532400,Premier League,2013/2014,Goalkeeper,Aston Villa,3420,1710,1710,USA,38,19,19,0,0,0,1,1,0,0,0,9,4,5,55,27,28,1,0,0.03,0.03,0,0,0,0,1.45,62,90,3420,3420,0.03,359,235,123,11
Bradley Johnson,33,546562800,Premier League,2013/2014,Midfielder,Norwich City,2461,1089,1372,England,32,12,16,3,1,2,1,1,0,0,0,10,7,3,47,12,35,7,1,0.15,0.04,0.11,0.08,0.13,820,1.72,52,77,308,2461,0.29,157,225,-1,4
Branislav Ivanović,36,446256000,Premier League,2013/2014,Defender,Chelsea,3180,1650,1530,Serbia,36,19,17,3,1,2,1,1,0,0,0,16,10,6,26,11,15,8,0,0.11,0.03,0.08,0.05,0.12,1060,0.74,122,88,398,3180,0.23,182,240,12,10
Brede Hangeland,39,361839600,Premier League,2013/2014,Defender,Fulham,1908,872,1036,Norway,23,11,12,0,0,0,0,0,0,0,0,4,3,1,39,14,25,0,0,0,0,0,0,0,0,1.84,49,83,0,0,0,326,320,160,37
Brek Shea,30,636163200,Premier League,2013/2014,Midfielder,Stoke City,31,0,31,USA,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,2.9,31,31,0,0,0,-1,-1,-1,22
Bryan Oviedo,30,635299200,Premier League,2013/2014,Defender,Everton,718,330,388,Costa Rica,9,4,4,2,1,1,2,1,1,0,0,2,1,1,6,2,4,1,0,0.5,0.25,0.25,0.27,0.23,359,0.75,120,80,718,359,0.13,70,39,14,10
Bryan Ruiz González,35,493167600,Premier League,2013/2014,Forward,Fulham,774,384,390,Costa Rica,12,4,4,1,1,0,3,1,2,0,0,1,1,0,12,4,8,0,0,0.47,0.35,0.12,0.23,0,774,1.4,65,65,0,258,0,141,14,-1,11
Buomesca Tué Na Bangna,27,736642800,Premier League,2013/2014,Forward,Fulham,18,0,18,Guinea-Bissau,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,5,18,18,0,0,0,-1,-1,-1,27
Cala,30,628041600,Premier League,2013/2014,Defender,Cardiff City,585,270,315,Spain,7,3,4,2,0,2,0,0,0,0,0,1,0,1,13,10,3,4,1,0.31,0,0.31,0,0.57,293,2,45,84,117,0,0.77,50,273,167,6
Callum Robinson,25,791683200,Premier League,2013/2014,Forward,Aston Villa,46,5,41,England,4,0,0,0,0,0,0,0,0,0,0,1,1,0,2,0,2,0,0,0,0,0,0,0,0,3.91,23,12,0,0,0,-1,-1,-1,13
Calum Chambers,25,790560000,Premier League,2013/2014,Defender,Southampton,1641,731,910,England,22,8,10,0,0,0,0,0,0,0,0,6,2,4,26,13,13,0,0,0,0,0,0,0,0,1.43,63,75,0,0,0,338,333,119,22
Cameron Jerome,34,524358000,Premier League,2013/2014,Forward,Crystal Palace,1760,787,973,England,29,9,11,2,1,1,1,0,1,0,0,11,6,5,18,8,10,4,0,0.15,0.05,0.1,0.11,0.09,880,0.92,98,61,440,1760,0.2,159,210,-1,4
Carl Jenkinson,28,697507200,Premier League,2013/2014,Defender,Arsenal,798,384,414,England,14,3,4,1,0,1,2,1,1,0,0,5,3,2,9,4,5,1,0,0.34,0.23,0.11,0,0.22,798,1.02,89,57,798,399,0.11,152,47,32,16
Carlo Nash,46,116722800,Premier League,2013/2014,Goalkeeper,Norwich City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Carlos Javier Cuéllar Jiménez,39,367369200,Premier League,2013/2014,Defender,Sunderland,342,180,162,Spain,4,2,2,0,0,0,0,0,0,0,0,0,0,0,7,4,3,0,0,0,0,0,0,0,0,1.84,49,86,0,0,0,321,315,157,25
Carlton Cole Okirie,36,434761200,Premier League,2013/2014,Forward,West Ham United,848,487,361,England,26,5,4,5,3,2,1,1,0,0,0,10,6,4,11,8,3,1,0,0.64,0.11,0.53,0.55,0.5,170,1.17,77,33,848,848,0.11,22,133,-1,2
Cauley Woodrow,25,786326400,Premier League,2013/2014,Forward,Fulham,410,205,205,England,6,2,3,1,1,0,0,0,0,0,0,1,1,0,10,4,6,0,0,0.22,0,0.22,0.44,0,410,2.2,41,68,0,0,0,86,274,-1,13
Cesar Azpilicueta,31,620262000,Premier League,2013/2014,Defender,Chelsea,2325,1057,1268,Spain,29,12,14,0,0,0,0,0,0,0,0,14,6,8,18,8,10,1,0,0,0,0,0,0,0,0.7,129,80,2325,0,0.04,396,394,8,21
Charalampos Mavrias,26,761788800,Premier League,2013/2014,Midfielder,Sunderland,149,76,73,Greece,4,1,0,0,0,0,0,0,0,0,0,0,0,0,5,3,2,0,0,0,0,0,0,0,0,3.02,30,37,0,0,0,-1,-1,-1,19
Charlie Adam,34,503020800,Premier League,2013/2014,Midfielder,Stoke City,1771,993,778,Scotland,31,12,8,7,5,2,4,1,3,1,0,9,7,2,33,12,21,6,0,0.56,0.2,0.36,0.45,0.23,253,1.68,54,57,295,443,0.3,39,62,-1,1
Charlie Ward,25,793152000,Premier League,2013/2014,Midfielder,Stoke City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cheik Ismaël Tioté,34,519692400,Premier League,2013/2014,Midfielder,Newcastle United,2764,1226,1538,Côte d'Ivoire,33,14,17,0,0,0,1,1,0,0,0,8,4,4,44,17,27,10,0,0.03,0.03,0,0,0,0,1.43,63,84,276,2764,0.33,394,233,-1,23
Chris Brunt,35,471830400,Premier League,2013/2014,Midfielder,West Bromwich Albion,2243,1237,1006,Northern Ireland,28,14,11,3,1,2,5,2,3,0,0,4,3,1,41,18,23,7,0,0.32,0.2,0.12,0.07,0.18,748,1.65,55,80,320,449,0.28,143,63,-1,5
Chris David,27,731376000,Premier League,2013/2014,Midfielder,Fulham,67,67,0,Netherlands,1,0,0,1,1,0,0,0,0,0,0,0,0,0,2,2,0,1,0,1.34,0,1.34,1.34,0,67,2.69,34,67,67,0,1.34,-1,-1,-1,15
Chris Herd,31,607647600,Premier League,2013/2014,Midfielder,Aston Villa,171,0,171,Australia,2,0,2,0,0,0,0,0,0,0,0,0,0,0,4,0,4,2,0,0,0,0,0,0,0,2.11,43,86,86,0,1.05,-1,-1,-1,16
Chris Smalling,30,627696000,Premier League,2013/2014,Defender,Manchester United,1938,770,1168,England,25,9,12,1,0,1,0,0,0,0,0,8,3,5,23,8,15,2,0,0.05,0,0.05,0,0.08,1938,1.07,84,78,969,0,0.09,227,417,40,10
Christian Benteke,29,660182400,Premier League,2013/2014,Forward,Aston Villa,2127,1085,1042,Belgium,26,12,12,10,6,4,2,1,1,2,2,7,3,4,35,20,15,4,0,0.51,0.08,0.42,0.5,0.35,213,1.48,61,82,532,1064,0.17,31,152,-1,1
Christian Eriksen,28,698025600,Premier League,2013/2014,Midfielder,Tottenham Hotspur,1982,1169,813,Denmark,25,14,9,7,5,2,8,6,2,0,0,9,6,3,28,14,14,3,0,0.68,0.36,0.32,0.38,0.22,283,1.27,71,79,661,248,0.14,48,13,-1,2
Chu-Young Park,35,489798000,Premier League,2013/2014,Forward,Arsenal,0,0,0,South Korea,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Chuba Akpom,24,813193200,Premier League,2013/2014,Forward,Arsenal,0,0,0,England,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Ciaran Clark,30,622767600,Premier League,2013/2014,Defender,Aston Villa,2202,1017,1185,Republic of Ireland,27,10,13,0,0,0,0,0,0,0,0,6,3,3,36,17,19,8,0,0,0,0,0,0,0,1.47,61,82,275,0,0.33,363,359,127,23
Claudio Yacob,33,553561200,Premier League,2013/2014,Midfielder,West Bromwich Albion,1842,967,875,Argentina,27,11,11,1,1,0,0,0,0,0,0,6,4,2,31,14,17,7,0,0.05,0,0.05,0.09,0,1842,1.51,59,68,263,0,0.34,229,328,-1,13
Clint Dempsey,37,416016000,Premier League,2013/2014,Forward,Fulham,355,194,161,USA,5,2,2,0,0,0,0,0,0,0,0,0,0,0,11,8,3,0,0,0,0,0,0,0,0,2.79,32,71,0,0,0,310,284,-1,18
