full_name,age,birthday,league,season,position,Current Club,minutes_played_overall,minutes_played_home,minutes_played_away,nationality,appearances_overall,appearances_home,appearances_away,goals_overall,goals_home,goals_away,assists_overall,assists_home,assists_away,penalty_goals,penalty_misses,clean_sheets_overall,clean_sheets_home,clean_sheets_away,conceded_overall,conceded_home,conceded_away,yellow_cards_overall,red_cards_overall,goals_involved_per_90_overall,assists_per_90_overall,goals_per_90_overall,goals_per_90_home,goals_per_90_away,min_per_goal_overall,conceded_per_90_overall,min_per_conceded_overall,min_per_match,min_per_card_overall,min_per_assist_overall,cards_per_90_overall,rank_in_league_top_attackers,rank_in_league_top_midfielders,rank_in_league_top_defenders,rank_in_club_top_scorer
Anthony Martial,24,818150400,Premier League,2020/2021,Forward,Manchester United,208,118,90,France,3,2,1,0,0,0,0,0,0,0,0,0,0,0,6,5,1,1,1,0,0,0,0,0,0,2.6,35,69,104,0,0.87,-1,-1,-1,14
Antonee Robinson,23,871023600,Premier League,2020/2021,Defender,Fulham,270,90,180,England,3,1,2,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1.33,68,90,0,0,0,-1,-1,-1,7
Antonio Rüdiger,27,731145600,Premier League,2020/2021,Defender,Chelsea,0,0,0,Germany,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Anwar El Ghazi,25,799484400,Premier League,2020/2021,Forward,Aston Villa,0,0,0,Netherlands,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Arthur Masuaku,26,752659200,Premier League,2020/2021,Defender,West Ham United,538,180,358,France,6,2,4,0,0,0,1,1,0,0,0,2,1,1,8,1,7,1,0,0.17,0.17,0,0,0,0,1.34,67,90,538,538,0.17,117,51,41,8
Ashley Barnes,30,625737600,Premier League,2020/2021,Forward,Burnley,317,162,155,England,4,2,2,0,0,0,0,0,0,0,0,1,0,1,7,4,3,1,0,0,0,0,0,0,0,1.99,45,79,317,0,0.28,93,96,-1,5
Ashley Westwood,30,638956800,Premier League,2020/2021,Midfielder,Burnley,540,270,270,England,6,3,3,1,0,1,0,0,0,0,0,1,0,1,12,5,7,1,0,0.17,0,0.17,0,0.33,540,2,45,90,540,0,0.17,63,120,-1,3
Axel Tuanzebe,22,879494400,Premier League,2020/2021,Defender,Manchester United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Aymeric Laporte,26,770022000,Premier League,2020/2021,Defender,Manchester City,180,0,180,France,2,0,2,0,0,0,0,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,9
Ayoze Perez,27,743929200,Premier League,2020/2021,Forward,Leicester City,283,216,67,Spain,4,3,1,0,0,0,0,0,0,0,0,1,0,1,3,3,0,1,0,0,0,0,0,0,0,0.95,94,71,283,0,0.32,221,203,-1,14
Bailey Peacock-Farrell,23,846576000,Premier League,2020/2021,Goalkeeper,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bakayo Sako,0,0,Premier League,2020/2021,Midfielder,Arsenal,421,241,180,England,5,3,2,1,1,0,0,0,0,0,0,1,0,1,3,2,1,0,0,0.21,0,0.21,0.37,0,421,0.64,140,84,0,0,0,53,171,-1,4
Ben Chilwell,23,851155200,Premier League,2020/2021,Defender,Chelsea,360,180,180,England,4,2,2,1,1,0,2,2,0,0,0,3,1,2,2,2,0,1,0,0.75,0.5,0.25,0.5,0,360,0.5,180,90,360,180,0.25,48,5,4,6
Ben Davies,27,735634800,Premier League,2020/2021,Defender,Tottenham Hotspur,382,185,197,Wales,6,2,2,0,0,0,0,0,0,0,0,1,0,1,2,1,1,0,0,0,0,0,0,0,0,0.47,191,64,0,0,0,216,184,2,14
Ben Godfrey,22,884851200,Premier League,2020/2021,Midfielder,Everton,149,59,90,England,2,0,1,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,1.81,50,75,0,0,0,-1,-1,-1,9
Ben Osborn,26,776070000,Premier League,2020/2021,Midfielder,Sheffield United,325,145,180,England,5,2,2,0,0,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,1.38,65,65,0,0,0,202,134,-1,8
Ben White,23,876294000,Premier League,2020/2021,Defender,Brighton & Hove Albion,619,259,360,England,7,3,4,0,0,0,0,0,0,0,0,1,0,1,13,6,7,1,0,0,0,0,0,0,0,1.89,48,88,619,0,0.15,101,82,74,18
Benjamin Johnson,20,948700800,Premier League,2020/2021,Forward,West Ham United,41,41,0,England,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41,0,0,0,-1,-1,-1,9
Benjamin Mendy,26,774428400,Premier League,2020/2021,Defender,Manchester City,251,90,161,France,3,1,2,0,0,0,0,0,0,0,0,0,0,0,7,5,2,2,0,0,0,0,0,0,0,2.51,36,84,126,0,0.72,-1,-1,-1,21
Bernard Anício Caldeira Duarte,28,715935600,Premier League,2020/2021,Midfielder,Everton,74,0,74,Brazil,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1.22,74,37,74,0,1.22,-1,-1,-1,7
Bernardo,25,800434800,Premier League,2020/2021,Defender,Brighton & Hove Albion,25,0,25,Brazil,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,3.6,25,25,0,0,0,-1,-1,-1,11
Bernardo Silva,26,776502000,Premier League,2020/2021,Midfielder,Manchester City,273,90,183,Portugal,4,1,2,0,0,0,0,0,0,0,0,2,1,1,1,0,1,0,0,0,0,0,0,0,0,0.33,273,68,0,0,0,98,89,-1,12
Bernd Leno,28,699696000,Premier League,2020/2021,Goalkeeper,Arsenal,630,270,360,Germany,7,3,4,0,0,0,0,0,0,0,0,2,0,2,7,3,4,0,0,0,0,0,0,0,0,1,90,90,0,0,0,166,164,20,11
Bertrand Traoré,25,810370800,Premier League,2020/2021,Forward,Aston Villa,71,56,15,Burkina Faso,5,1,0,0,0,0,0,0,0,0,0,2,0,2,3,3,0,0,0,0,0,0,0,0,0,3.8,24,14,0,0,0,-1,-1,-1,17
Billy Sharp,34,507974400,Premier League,2020/2021,Forward,Sheffield United,129,115,14,England,4,1,0,1,1,0,0,0,0,1,0,0,0,0,3,3,0,0,0,0.7,0,0.7,0.78,0,129,2.09,43,32,0,0,0,-1,-1,-1,1
Bjorn Engels,26,779612400,Premier League,2020/2021,Defender,Aston Villa,0,0,0,Belgium,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Bobby Reid,27,728640000,Premier League,2020/2021,Midfielder,Fulham,223,110,113,England,5,1,1,1,0,1,0,0,0,0,0,0,0,0,4,3,1,1,0,0.4,0,0.4,0,0.8,223,1.61,56,45,223,0,0.4,-1,-1,-1,4
Bobby Thomas,0,0,Premier League,2020/2021,Defender,Burnley,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Brandon Williams,20,967964400,Premier League,2020/2021,Defender,Manchester United,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Branislav Ivanović,36,446284800,Premier League,2020/2021,Defender,West Bromwich Albion,180,90,90,Serbia,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,8
Bruno Miguel Borges Fernandes,26,779007600,Premier League,2020/2021,Midfielder,Manchester United,481,301,180,Portugal,6,4,2,3,1,2,2,0,2,2,1,1,1,0,10,8,2,1,0,0.94,0.37,0.56,0.3,1,160,1.87,48,80,481,241,0.19,18,12,-1,1
Caglar Söyüncü,24,832834800,Premier League,2020/2021,Defender,Leicester City,360,180,180,Turkey,4,2,2,0,0,0,0,0,0,0,0,1,0,1,7,5,2,1,0,0,0,0,0,0,0,1.75,51,90,360,0,0.25,219,222,69,20
Callum Hudson-Odoi,19,973584000,Premier League,2020/2021,Midfielder,Chelsea,154,83,71,England,4,1,0,1,0,1,0,0,0,0,0,2,1,1,0,0,0,0,0,0.58,0,0.58,0,1.27,154,0,0,39,0,0,0,-1,-1,-1,9
Callum Robinson,25,791712000,Premier League,2020/2021,Forward,West Bromwich Albion,320,143,177,England,6,2,2,2,2,0,0,0,0,0,0,1,1,0,8,2,6,0,0,0.56,0,0.56,1.26,0,160,2.25,40,53,0,0,0,19,220,-1,1
Callum Wilson,28,699177600,Premier League,2020/2021,Forward,Newcastle United,622,357,265,England,7,4,3,6,4,2,1,1,0,3,0,1,0,1,8,6,2,1,0,1.01,0.14,0.87,1.01,0.68,104,1.16,78,89,622,622,0.14,6,69,-1,1
Caoimhin Kelleher,21,911808000,Premier League,2020/2021,Goalkeeper,Liverpool,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Carlos Vinícius Alves Morais,25,796118400,Premier League,2020/2021,Midfielder,Tottenham Hotspur,0,0,0,Brazil,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cedric Kipre,23,850118400,Premier League,2020/2021,Defender,West Bromwich Albion,0,0,0,France,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cengiz Ünder,23,868863600,Premier League,2020/2021,Midfielder,Leicester City,50,35,15,Turkey,2,0,0,0,0,0,1,0,1,0,0,1,0,1,1,1,0,0,0,1.8,1.8,0,0,0,0,1.8,50,25,0,50,0,-1,-1,-1,11
Cenk Tosun,29,676278000,Premier League,2020/2021,Forward,Everton,21,0,21,Turkey,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,4.29,21,21,0,0,0,-1,-1,-1,23
Cesar Azpilicueta,31,620290800,Premier League,2020/2021,Defender,Chelsea,319,180,139,Spain,5,2,1,0,0,0,1,0,1,0,0,2,1,1,2,2,0,1,0,0.28,0.28,0,0,0,0,0.56,160,64,319,319,0.28,132,32,6,22
Charlie Austin,31,615625200,Premier League,2020/2021,Forward,West Bromwich Albion,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Charlie Taylor,27,748335600,Premier League,2020/2021,Defender,Burnley,540,270,270,England,6,3,3,0,0,0,0,0,0,0,0,1,0,1,12,5,7,1,0,0,0,0,0,0,0,2,45,90,540,0,0.17,112,131,78,15
Che Adams,24,837241200,Premier League,2020/2021,Midfielder,Southampton,591,253,338,England,7,3,4,2,1,1,2,0,2,0,0,3,2,1,9,4,5,1,0,0.61,0.3,0.3,0.36,0.27,296,1.37,66,84,591,296,0.15,39,25,-1,3
Cheikhou Kouyaté,30,630230400,Premier League,2020/2021,Midfielder,Crystal Palace,630,270,360,Senegal,7,3,4,1,1,0,0,0,0,0,0,1,1,0,9,2,7,0,0,0.14,0,0.14,0.33,0,630,1.29,70,90,0,0,0,89,177,-1,3
Chris Basham,32,585385200,Premier League,2020/2021,Defender,Sheffield United,566,332,234,England,7,4,3,0,0,0,0,0,0,0,0,0,0,0,10,5,5,0,0,0,0,0,0,0,0,1.59,57,81,0,0,0,195,197,67,11
Chris Wood,28,692092800,Premier League,2020/2021,Forward,Burnley,540,270,270,New Zealand,6,3,3,1,0,1,0,0,0,0,0,1,0,1,12,5,7,0,0,0.17,0,0.17,0,0.33,540,2,45,90,0,0,0,77,103,-1,1
Christian Benteke,29,660211200,Premier League,2020/2021,Forward,Crystal Palace,16,10,6,Belgium,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,0,0,0,-1,-1,-1,8
Christian Fuchs,34,513244800,Premier League,2020/2021,Defender,Leicester City,100,0,100,Austria,2,0,1,0,0,0,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,0.9,100,50,100,0,0.9,-1,-1,-1,15
Christian Pulisic,22,906102000,Premier League,2020/2021,Midfielder,Chelsea,175,94,81,USA,3,1,1,0,0,0,0,0,0,0,0,2,1,1,2,2,0,0,0,0,0,0,0,0,0,1.03,88,58,0,0,0,-1,-1,-1,12
Ciaran Clark,31,622796400,Premier League,2020/2021,Defender,Newcastle United,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Cole Palmer,18,1020668400,Premier League,2020/2021,Defender,Manchester City,0,0,0,England,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Conor Coady,27,730627200,Premier League,2020/2021,Midfielder,Wolverhampton Wanderers,630,360,270,England,7,4,3,0,0,0,0,0,0,0,0,4,2,2,6,3,3,1,0,0,0,0,0,0,0,0.86,105,90,630,0,0.14,120,100,-1,8
Conor Gallagher,20,949824000,Premier League,2020/2021,Midfielder,West Bromwich Albion,180,90,90,England,2,1,1,0,0,0,0,0,0,0,0,1,1,0,1,0,1,0,0,0,0,0,0,0,0,0.5,180,90,0,0,0,-1,-1,-1,7
Conor Hourihane,29,665481600,Premier League,2020/2021,Midfielder,Aston Villa,138,62,76,Republic of Ireland,2,1,1,1,0,1,1,0,1,0,0,2,1,1,0,0,0,0,0,1.3,0.65,0.65,0,1.18,138,0,0,69,0,138,0,-1,-1,-1,6
Conor Townsend,27,750063600,Premier League,2020/2021,Defender,West Bromwich Albion,360,180,180,England,4,2,2,0,0,0,0,0,0,0,0,1,1,0,5,2,3,0,0,0,0,0,0,0,0,1.25,72,90,0,0,0,135,132,36,10
Curtis Jones,19,980841600,Premier League,2020/2021,Midfielder,Liverpool,123,94,29,England,3,1,0,0,0,0,0,0,0,0,0,0,0,0,3,1,2,0,0,0,0,0,0,0,0,2.2,41,41,0,0,0,-1,-1,-1,14
Cyrus Christie,28,717836400,Premier League,2020/2021,Defender,Fulham,0,0,0,Republic of Ireland,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
Dale Stephens,31,613638000,Premier League,2020/2021,Midfielder,Burnley,204,136,68,England,3,2,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,0,0,0,0,0,0,0,0,1.76,51,68,0,0,0,-1,-1,-1,4
Damián Emiliano Martínez,28,715417200,Premier League,2020/2021,Goalkeeper,Aston Villa,540,360,180,Argentina,6,4,2,0,0,0,0,0,0,0,0,3,1,2,9,9,0,0,0,0,0,0,0,0,0,1.5,60,90,0,0,0,109,79,59,9
Dan Burn,28,705394800,Premier League,2020/2021,Defender,Brighton & Hove Albion,294,90,204,England,4,1,2,0,0,0,0,0,0,0,0,1,0,1,4,1,3,1,0,0,0,0,0,0,0,1.22,74,74,294,0,0.31,104,130,34,9
Dan Nlundulu,21,918201600,Premier League,2020/2021,Forward,Southampton,1,1,0,England,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,-1,-1,-1,20
Dani Ceballos,24,839401200,Premier League,2020/2021,Midfielder,Arsenal,393,261,132,Spain,6,3,1,0,0,0,1,1,0,0,0,1,0,1,4,2,2,1,0,0.23,0.23,0,0,0,0,0.92,98,66,393,393,0.23,173,38,-1,10
Daniel Amartey,25,787996800,Premier League,2020/2021,Midfielder,Leicester City,145,55,90,Ghana,2,1,1,0,0,0,0,0,0,0,0,0,0,0,4,2,2,1,0,0,0,0,0,0,0,2.48,36,73,145,0,0.62,-1,-1,-1,12
Daniel Castelo Podence,24,814258800,Premier League,2020/2021,Forward,Wolverhampton Wanderers,446,305,141,Portugal,6,4,2,1,1,0,2,1,1,0,0,4,2,2,2,2,0,0,0,0.61,0.4,0.2,0.3,0,446,0.4,223,74,0,223,0,58,11,-1,4
Daniel James,22,879148800,Premier League,2020/2021,Midfielder,Manchester United,180,104,76,Wales,3,2,1,0,0,0,0,0,0,0,0,1,1,0,2,1,1,1,0,0,0,0,0,0,0,1,90,60,180,0,0.5,-1,-1,-1,16
Daniel William John Ings,28,711874800,Premier League,2020/2021,Forward,Southampton,625,270,355,England,7,3,4,5,2,3,2,2,0,1,0,3,2,1,10,5,5,0,0,1.01,0.29,0.72,0.67,0.76,125,1.44,63,89,0,313,0,8,31,-1,1
Danny Ward,27,740732400,Premier League,2020/2021,Goalkeeper,Leicester City,0,0,0,Wales,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1,-1,-1,-1
